video_id,question,answer,time,frames,Qtype
P01_06,What all does he rinse?,cutting board,00:05:11.67-00:05:19.90,18700-19194,noun
P01_06,What did he do with the liquid?,I don't know,00:06:39.99-00:06:46.54,23999-24392,action
P03_09,What all does he wipe?,I don't know,00:00:33.80-00:00:34.55,2027-2073,noun
P01_02,What all does he close?,I don't know,00:08:13.20-00:08:14.20,29592-29652,noun
P03_02,What all does he pick-up?,I don't know,00:04:24.91-00:04:30.11,15894-16206,noun
P03_09,What all does he rinse?,I don't know,00:08:30.15-00:08:36.42,30609-30985,noun
P03_02,What all does he open?,I don't know,00:02:40.31-00:02:41.34,9618-9680,noun
P02_01,What did he do with the water?,I don't know,00:03:18.35-00:03:18.96,11901-11937,action
P02_01,What did he do with the coffee?,I don't know,00:01:21.54-00:01:22.72,4892-4963,action
P03_09,What did he do with the butter?,I don't know,00:00:21.45-00:00:21.95,1287-1317,action
P03_02,What all does he fill-up?,I don't know,00:01:23.84-00:01:24.59,5030-5075,noun
P02_04,What all does he open?,I don't know,00:01:04.10-00:01:07.53,3845-4051,noun
P03_02,What did he do with the lid?,I don't know,00:02:53.56-00:02:55.18,10413-10510,action
P03_02,What did he do with the chocolate?,I don't know,00:00:22.45-00:00:23.69,1347-1421,action
P03_09,What did he do with the hand?,I don't know,00:07:59.56-00:08:01.81,28773-28908,action
P03_02,What did he do with the sponge?,I don't know,00:06:17.73-00:06:18.46,22663-22707,action
P01_06,What did he do with the fruit?,I don't know,00:01:04.46-00:01:09.25,3867-4155,action
P01_02,What did he do with the cooker?,I don't know,00:07:45.83-00:07:47.33,27949-28039,action
P03_02,What all does he get?,I don't know,00:03:12.04-00:03:13.13,11522-11587,noun
P02_04,What did he do with the pasta?,I don't know,00:05:34.83-00:05:38.83,20089-20329,action
P03_02,What all does he put-down?,I don't know,00:00:59.70-00:01:01.78,3582-3706,noun
P02_01,What all does he do?,I don't know,00:00:41.87-00:00:43.74,2512-2624,noun
P01_06,What did he do with the bin?,I don't know,00:05:47.07-00:06:00.01,20824-21600,action
P02_01,What did he do with the filter?,I don't know,00:00:25.72-00:00:26.66,1543-1599,action
P03_09,What all does he wipe?,I don't know,00:08:11.74-00:08:13.76,29504-29625,noun
P03_09,What did he do with the sandwich?,I don't know,00:10:15.90-00:10:16.47,36954-36988,action
P03_09,What did he do with the bottle?,fill,00:00:58.71-00:01:02.42,3522-3745,action
P02_01,Where did he put the sugar?,I don't know,00:01:42.80-00:01:46.13,6168-6367,interaction2
P01_03,What did he do with the drawer?,I don't know,00:00:50.75-00:00:51.60,3045-3096,action
P03_09,What all does he get?,I don't know,00:09:02.19-00:09:06.15,32531-32769,noun
P03_02,What did he do with the cleaning liquid?,I don't know,00:00:06.49-00:00:07.18,389-430,action
P02_04,What all does he rinse?,I don't know,00:02:59.43-00:03:00.16,10765-10809,noun
P03_09,What did he do with the plug?,I don't know,00:01:31.49-00:01:33.36,5489-5601,action
P03_02,What did he do with the crisp packet?,I don't know,00:00:52.30-00:00:53.37,3138-3202,action
P02_04,What did he do with the strainer?,I don't know,00:04:22.56-00:04:23.92,15753-15835,action
P03_02,What did he do with the new sponge?,I don't know,00:02:21.24-00:02:26.39,8474-8783,action
P01_06,What all does he wipe?,I don't know,00:07:25.69-00:07:26.79,26741-26807,noun
P03_09,What all does he close?,I don't know,00:06:14.83-00:06:15.58,22489-22534,noun
P02_04,What all does he get?,I don't know,00:01:00.15-00:01:01.07,3609-3664,noun
P03_02,What all does he brush?,I don't know,00:01:45.86-00:01:46.40,6351-6384,noun
P01_06,What did he do with the tablecloth?,I don't know,00:04:48.46-00:04:57.54,17307-17852,action
P01_06,What did he do with the colander?,I don't know,00:01:09.10-00:01:10.12,4146-4207,action
P03_02,What all does he take?,I don't know,00:06:17.73-00:06:18.46,22663-22707,noun
P01_02,What all does he pour?,I don't know,00:07:10.47-00:07:20.76,25828-26445,noun
P02_01,What did he do with the lid?,I don't know,00:00:12.16-00:00:13.32,729-799,action
P03_02,What did he do with the chocolate?,I don't know,00:00:58.17-00:00:59.85,3490-3591,action
P02_01,What all does he return?,I don't know,00:02:06.04-00:02:06.79,7562-7607,noun
P02_04,What did he do with the mesh strainer?,I don't know,00:05:42.47-00:05:43.10,20548-20586,action
P03_02,What did he do with the lid?,I don't know,00:00:52.30-00:00:53.37,3138-3202,action
P03_09,What all does he cut?,I don't know,00:01:23.74-00:01:24.69,5024-5081,noun
P02_04,What did he do with the cupboard?,I don't know,00:00:16.30-00:00:18.54,978-1112,action
P03_02,What all does he pour?,I don't know,00:00:24.31-00:00:25.51,1458-1530,noun
P02_04,What did he do with the pan?,I don't know,00:05:42.47-00:05:43.10,20548-20586,action
P01_02,What did he do with the rag?,I don't know,00:05:09.27-00:05:10.02,18556-18601,action
P03_09,What all does he wash?,I don't know,00:08:09.81-00:08:10.59,29388-29435,noun
P01_02,What did he do with the plate?,I don't know,00:06:07.58-00:06:16.73,22054-22603,action
P03_09,What all does he pour-up?,I don't know,00:08:09.81-00:08:10.59,29388-29435,noun
P01_07,What did he do with the saucepan?,I don't know,00:00:14.87-00:00:16.50,892-990,action
P03_02,What did he do with the sponge?,I don't know,00:02:30.67-00:02:32.00,9040-9120,action
P01_06,What did he do with the cooker?,I don't know,00:01:09.10-00:01:10.12,4146-4207,action
P02_04,What did he do with the tap?,I don't know,00:01:53.25-00:01:53.98,6795-6838,action
P01_06,What all does he put?,I don't know,00:05:47.07-00:06:00.01,20824-21600,noun
P02_04,What did he do with the tap?,I don't know,00:05:48.87-00:06:16.61,20932-22596,action
P03_02,What all does he push?,I don't know,00:00:41.38-00:00:44.66,2482-2679,noun
P03_09,What all does he grab-up?,I don't know,00:03:24.71-00:03:25.44,12282-12326,noun
P01_06,What did he do with the cutting board?,I don't know,00:02:18.50-00:02:20.90,8310-8454,action
P01_02,What did he do with the counter?,wipe,00:06:47.61-00:06:53.07,24456-24784,action
P01_07,What did he do with the cupboard?,I don't know,00:01:00.64-00:01:03.12,3638-3787,action
P03_09,What all does he tip-out?,I don't know,00:09:01.20-00:09:02.20,32472-32532,noun
P03_09,What did he do with the squash?,I don't know,00:08:57.00-00:09:00.45,32220-32427,action
P01_06,What all does he shake?,I don't know,00:00:32.62-00:00:36.86,1957-2211,noun
P03_09,What did he do with the sponge?,I don't know,00:01:31.49-00:01:33.36,5489-5601,action
P01_02,What all does he squeeze?,I don't know,00:03:08.81-00:03:19.08,11328-11944,noun
P03_09,What did he do with the sandwich?,I don't know,00:03:05.30-00:03:08.21,11118-11292,action
P02_01,What did he do with the drawer?,I don't know,00:02:17.04-00:02:17.73,8222-8263,action
P01_06,What all does he squeeze?,I don't know,00:02:28.63-00:02:34.04,8917-9242,noun
P01_06,What did he do with the bottle?,I don't know,00:01:48.53-00:01:49.73,6511-6583,action
P01_04,What did he do with the cupboard?,I don't know,00:00:19.68-00:00:22.71,1180-1362,action
P02_04,What did he do with the plate?,I don't know,00:03:15.14-00:03:16.45,11708-11787,action
P02_04,What did he do with the wooden spoon?,I don't know,00:05:07.64-00:05:08.14,18458-18488,action
P03_02,What did he do with the cupboard?,I don't know,00:02:41.63-00:02:48.35,9697-10101,action
P01_02,What did he do with the eating board?,I don't know,00:00:41.75-00:00:42.63,2505-2557,action
P01_02,What did he do with the lid?,I don't know,00:01:00.45-00:01:03.42,3627-3805,action
P01_07,What did he do with the glass?,I don't know,00:00:49.21-00:00:50.59,2952-3035,action
P02_01,What did he do with the cereal?,I don't know,00:00:17.43-00:00:18.44,1045-1106,action
P03_09,What all does he wash?,I don't know,00:03:19.60-00:03:20.28,11976-12016,noun
P03_02,What all does he clean?,I don't know,00:04:42.82-00:04:44.83,16969-17089,noun
P03_09,What all does he grab-up?,I don't know,00:02:16.16-00:02:17.59,8169-8255,noun
P03_09,What all does he turn-off?,I don't know,00:06:40.22-00:06:42.28,24013-24136,noun
P03_02,What did he do with the sponge?,I don't know,00:02:02.16-00:02:06.28,7329-7576,action
P01_06,What did he do with the colander?,I don't know,00:01:02.00-00:01:04.50,3720-3870,action
P02_04,What all does he remove?,I don't know,00:03:15.14-00:03:16.45,11708-11787,noun
P02_04,What did he do with the jar?,I don't know,00:01:41.31-00:01:43.90,6078-6234,action
P03_09,What all does he get?,I don't know,00:01:27.71-00:01:28.41,5262-5304,noun
P01_06,What did he do with the glass?,I don't know,00:06:50.64-00:06:52.20,24638-24732,action
P03_09,What did he do with the cutlery?,I don't know,00:04:58.60-00:04:59.52,17916-17971,action
P02_01,What all does he pick?,I don't know,00:00:02.31-00:00:04.01,138-240,noun
P01_02,What all does he take-up?,I don't know,00:06:53.16-00:06:55.79,24789-24947,noun
P01_02,What did he do with the cooker?,I don't know,00:06:53.16-00:06:55.79,24789-24947,action
P01_02,What did he do with the bottle?,I don't know,00:05:01.47-00:05:05.47,18088-18328,action
P03_09,What all does he pour-up?,I don't know,00:04:43.00-00:04:44.18,16980-17050,noun
P02_04,What all does he pick?,I don't know,00:06:23.32-00:06:24.36,22999-23061,noun
P01_02,What did he do with the grater?,I don't know,00:02:43.39-00:02:43.96,9803-9837,action
P02_01,What did he do with the cup?,I don't know,00:03:44.79-00:03:45.75,13487-13545,action
P03_02,What did he do with the bottle?,I don't know,00:00:58.17-00:00:59.85,3490-3591,action
P03_02,What all does he clean?,I don't know,00:00:46.36-00:00:47.15,2781-2829,noun
P03_09,What did he do with the food?,I don't know,00:02:52.26-00:02:52.76,10335-10365,action
P03_09,What did he do with the lid?,I don't know,00:08:13.84-00:08:14.79,29630-29687,action
P01_07,What did he do with the plate?,I don't know,00:01:57.70-00:02:00.98,7062-7258,action
P02_04,What did he do with the trash bin?,I don't know,00:00:37.19-00:00:37.95,2231-2277,action
P02_04,What did he do with the apron?,I don't know,00:04:27.77-00:04:28.67,16066-16120,action
P01_06,What did he do with the spoon?,I don't know,00:06:03.88-00:06:05.49,21832-21929,action
P03_09,What all does he spread?,I don't know,00:08:23.61-00:08:25.31,30216-30318,noun
P01_03,What did he do with the door?,I don't know,00:00:11.61-00:00:13.12,696-787,action
P01_02,What all does he open?,I don't know,00:00:49.51-00:00:50.02,2970-3001,noun
P02_01,What did he do with the cereal box?,I don't know,00:03:00.14-00:03:02.54,10808-10952,action
P03_09,What did he do with the food?,I don't know,00:03:17.51-00:03:18.58,11850-11914,action
P03_09,What all does he test?,I don't know,00:00:56.88-00:00:57.49,3412-3449,noun
P01_02,What did he do with the container?,I don't know,00:01:09.32-00:01:17.33,4159-4639,action
P02_04,What all does he put?,I don't know,00:04:40.20-00:04:44.56,16812-17073,noun
P03_09,What did he do with the spatula?,I don't know,00:08:05.61-00:08:06.11,29136-29166,action
P01_02,What did he do with the pan?,I don't know,00:08:14.65-00:08:17.15,29679-29829,action
P02_01,What did he do with the mug?,I don't know,00:00:53.73-00:00:54.94,3223-3296,action
P01_06,What did he do with the bottle?,I don't know,00:05:33.77-00:05:35.13,20026-20107,action
P01_02,What did he do with the colander?,I don't know,00:07:31.18-00:07:33.43,27070-27205,action
P02_04,What did he do with the mug?,I don't know,00:00:56.49-00:00:59.08,3389-3544,action
P01_02,What did he do with the sponge?,I don't know,00:04:30.59-00:04:38.50,16235-16710,action
P03_09,What all does he tip-out?,I don't know,00:07:32.84-00:07:37.37,27170-27442,noun
P01_02,What all does he pour?,I don't know,00:01:06.61-00:01:07.63,3996-4057,noun
P02_04,What did he do with the glove?,I don't know,00:06:57.82-00:07:00.64,25069-25238,action
P01_07,What all does he close?,fridge,00:01:44.79-00:01:46.04,6287-6362,noun
P02_04,What did he do with the fridge?,I don't know,00:02:08.13-00:02:11.62,7687-7897,action
P01_02,What did he do with the spatula?,I don't know,00:06:53.16-00:06:55.79,24789-24947,action
P01_02,What did he do with the counter?,I don't know,00:06:19.80-00:06:21.96,22788-22917,action
P02_04,What did he do with the water?,I don't know,00:04:15.99-00:04:17.84,15359-15470,action
P01_02,What did he do with the spatula?,I don't know,00:00:10.13-00:00:18.13,607-1087,action
P03_09,What did he do with the side?,I don't know,00:06:10.78-00:06:11.53,22246-22291,action
P03_09,What all does he clean?,I don't know,00:04:58.60-00:04:59.52,17916-17971,noun
P03_09,What all does he shake?,I don't know,00:08:09.81-00:08:10.59,29388-29435,noun
P02_04,What did he do with the fridge?,I don't know,00:03:41.67-00:03:42.71,13300-13362,action
P03_02,What all does he wash?,I don't know,00:04:32.21-00:04:33.21,16332-16392,noun
P03_09,What all does he clean?,I don't know,00:01:24.79-00:01:25.77,5087-5146,noun
P03_09,What did he do with the spatula?,I don't know,00:01:27.03-00:01:27.78,5221-5266,action
P02_04,What did he do with the jar?,I don't know,00:02:45.88-00:02:48.15,9952-10089,action
P02_01,What did he do with the coffee machine?,I don't know,00:01:36.89-00:01:38.99,5813-5939,action
P01_02,What all does he throw?,I don't know,00:00:26.75-00:00:29.25,1605-1755,noun
P03_09,What did he do with the sink?,I don't know,00:03:32.17-00:03:33.83,12730-12829,action
P03_02,What all does he take?,I don't know,00:03:42.71-00:03:54.45,13362-14067,noun
P01_02,What did he do with the fridge?,I don't know,00:02:27.73-00:02:32.22,8863-9133,action
P03_02,What did he do with the towel?,I don't know,00:01:29.32-00:01:30.17,5359-5410,action
P01_02,What all does he adjust?,I don't know,00:02:35.68-00:02:43.60,9340-9816,noun
P01_03,What did he do with the spoon?,I don't know,00:00:00.27-00:00:02.11,16-126,action
P01_06,What did he do with the liquid?,I don't know,00:01:48.53-00:01:49.73,6511-6583,action
P02_04,What did he do with the sponge?,I don't know,00:04:27.77-00:04:28.67,16066-16120,action
P01_04,What did he do with the tap?,I don't know,00:01:03.51-00:01:07.21,3810-4032,action
P02_01,What all does he close?,I don't know,00:00:49.36-00:00:53.89,2961-3233,noun
P03_02,What all does he clean?,I don't know,00:03:37.35-00:03:38.50,13041-13110,noun
P03_09,What did he do with the food?,I don't know,00:04:15.94-00:04:25.06,15356-15903,action
P01_03,What did he do with the bag?,I don't know,00:00:16.87-00:00:17.98,1012-1078,action
P02_01,What all does he pick-up?,I don't know,00:00:09.99-00:00:11.95,599-717,noun
P01_02,What all does he wipe?,counter,00:05:59.71-00:06:05.53,21582-21931,noun
P03_09,What did he do with the cupboard?,I don't know,00:03:38.68-00:03:40.02,13120-13201,action
P02_04,What did he do with the pan?,I don't know,00:06:25.37-00:06:33.78,23122-23626,action
P02_01,What did he do with the sugar?,I don't know,00:02:31.80-00:02:32.79,9108-9167,action
P03_09,What did he do with the squash?,I don't know,00:06:10.78-00:06:11.53,22246-22291,action
P03_09,What did he do with the saucepan?,I don't know,00:00:31.85-00:00:32.60,1911-1956,action
P01_06,What did he do with the bottle?,I don't know,00:08:00.88-00:08:05.89,28852-29153,action
P02_01,What did he do with the sugar jar?,I don't know,00:02:17.04-00:02:17.73,8222-8263,action
P01_03,What did he do with the bag?,I don't know,00:00:04.88-00:00:06.04,292-362,action
P03_09,What did he do with the cupboard?,I don't know,00:00:06.58-00:00:07.58,394-454,action
P02_01,What did he do with the filter?,I don't know,00:02:16.14-00:02:17.64,8168-8258,action
P01_02,What did he do with the fork?,I don't know,00:05:25.07-00:05:27.20,19504-19632,action
P01_06,What did he do with the bottle?,I don't know,00:05:41.98-00:05:43.47,20518-20608,action
P02_04,What all does he get?,I don't know,00:02:51.81-00:02:53.31,10308-10398,noun
P01_02,What did he do with the spoon?,I don't know,00:06:44.28-00:06:47.51,24256-24450,action
P02_04,What did he do with the knife?,I don't know,00:03:30.86-00:03:33.90,12651-12834,action
P02_04,What did he do with the mesh?,I don't know,00:05:04.29-00:05:07.29,18257-18437,action
P02_04,What did he do with the cutlery?,I don't know,00:04:14.53-00:04:15.72,15271-15343,action
P01_06,What did he do with the pan?,I don't know,00:06:00.90-00:06:01.80,21654-21708,action
P03_09,What did he do with the cheese?,I don't know,00:00:15.08-00:00:15.83,904-949,action
P01_04,What did he do with the tap?,I don't know,00:00:41.36-00:00:42.13,2481-2527,action
P02_04,What all does he pick-up?,I don't know,00:00:17.06-00:00:34.43,1023-2065,noun
P02_01,What did he do with the water?,I don't know,00:02:06.04-00:02:06.79,7562-7607,action
P02_04,What all does he close?,I don't know,00:04:38.64-00:04:39.52,16718-16771,noun
P03_09,What all does he wipe?,I don't know,00:05:58.89-00:06:08.78,21533-22126,noun
P02_04,What all does he close?,I don't know,00:03:30.86-00:03:33.90,12651-12834,noun
P03_09,What did he do with the cheese?,I don't know,00:01:21.69-00:01:23.35,4901-5001,action
P01_02,What did he do with the hand?,I don't know,00:04:16.74-00:04:18.28,15404-15496,action
P01_03,What did he do with the soy milk?,take,00:00:13.57-00:00:14.56,814-873,action
P02_04,What did he do with the pot?,I don't know,00:03:28.07-00:03:28.76,12484-12525,action
P03_09,What did he do with the kitchen towel?,I don't know,00:03:19.60-00:03:20.28,11976-12016,action
P01_02,What did he do with the fork?,I don't know,00:03:01.48-00:03:08.71,10888-11322,action
P01_02,What all does he squeeze?,I don't know,00:01:53.35-00:01:55.98,6801-6958,noun
P03_02,What did he do with the cleaning liquid?,I don't know,00:02:32.24-00:02:34.20,9134-9252,action
P02_04,What did he do with the spoon?,I don't know,00:01:25.99-00:01:29.00,5159-5340,action
P01_02,What did he do with the water?,I don't know,00:02:52.98-00:02:53.71,10378-10422,action
P01_07,What did he do with the plate?,I don't know,00:02:17.54-00:02:20.16,8252-8409,action
P01_03,What all does he shake?,I don't know,00:00:32.98-00:00:34.46,1978-2067,noun
P03_09,What did he do with the bottle?,I don't know,00:09:13.60-00:09:16.35,33216-33381,action
P01_02,What all does he throw?,I don't know,00:04:09.25-00:04:13.40,14955-15204,noun
P02_04,What did he do with the strainer?,I don't know,00:04:34.95-00:04:39.35,16497-16761,action
P01_06,What all does he put-down?,I don't know,00:06:33.29-00:06:39.89,23597-23993,noun
P02_04,What did he do with the pasta?,I don't know,00:05:11.19-00:05:12.04,18671-18722,action
P01_02,What all does he put?,I don't know,00:07:26.90-00:07:30.90,26814-27054,noun
P01_02,What all does he rinse?,I don't know,00:02:18.53-00:02:20.53,8311-8431,noun
P02_04,What did he do with the sponge?,I don't know,00:05:17.73-00:05:18.80,19063-19128,action
P03_09,What did he do with the cutting board?,I don't know,00:02:54.51-00:02:57.10,10470-10626,action
P03_09,What all does he move?,I don't know,00:06:09.00-00:06:09.88,22140-22192,noun
P01_06,What all does he move?,I don't know,00:05:28.08-00:05:33.71,19684-20022,noun
P03_02,What all does he put-down?,I don't know,00:00:06.49-00:00:07.18,389-430,noun
P03_02,What all does he put-down?,I don't know,00:02:41.63-00:02:48.35,9697-10101,noun
P02_01,What did he put in the cup?,I don't know,00:00:43.84-00:00:45.41,2630-2724,interaction1
P01_07,What did he put into the cupboard?,I don't know,00:00:22.12-00:00:28.18,1327-1690,interaction1
P01_02,What did he do with the pan?,I don't know,00:00:28.71-00:00:30.18,1722-1810,action
P03_09,What did he do with the plate?,I don't know,00:08:02.16-00:08:02.91,28929-28974,action
P03_09,What all does he put-up?,I don't know,00:03:11.46-00:03:12.06,11487-11523,noun
P01_02,What all does he drink?,I don't know,00:05:00.52-00:05:01.27,18031-18076,noun
P01_06,What did he do with the bottle?,I don't know,00:00:55.41-00:00:56.22,3324-3373,action
P01_04,What did he do with the bottle?,I don't know,00:00:10.36-00:00:14.11,621-846,action
P01_02,What all does he throw?,I don't know,00:08:13.20-00:08:14.20,29592-29652,noun
P01_03,What all does he close?,I don't know,00:01:25.24-00:01:27.39,5114-5243,noun
P01_07,What all does he put?,I don't know,00:00:03.36-00:00:04.90,201-294,noun
P03_02,What did he do with the cupboard?,I don't know,00:04:54.93-00:05:02.21,17695-18132,action
P02_04,What did he do with the glass?,I don't know,00:01:04.10-00:01:07.53,3845-4051,action
P03_09,Where did he put the measuring cup?,I don't know,00:04:25.23-00:04:28.04,15913-16082,interaction2
P03_09,What did he do with the fork?,I don't know,00:00:39.33-00:00:41.11,2359-2466,action
P01_02,What did he do with the bottle?,I don't know,00:06:27.09-00:06:33.36,23225-23601,action
P02_04,What did he do with the lid?,I don't know,00:05:27.34-00:05:28.03,19640-19681,action
P01_07,What did he do with the light?,I don't know,00:00:14.87-00:00:16.50,892-990,action
P01_02,What all does he drink?,I don't know,00:03:08.81-00:03:19.08,11328-11944,noun
P01_07,What did he do with the cutlery?,I don't know,00:01:32.42-00:01:33.75,5545-5625,action
P01_03,What did he do with the spoon?,I don't know,00:00:04.88-00:00:06.04,292-362,action
P02_04,What all does he rinse?,I don't know,00:06:41.87-00:06:42.37,24112-24142,noun
P01_07,What did he do with the door?,I don't know,00:01:07.13-00:01:09.19,4027-4151,action
P03_02,What did he do with the crisp?,I don't know,00:01:12.69-00:01:16.19,4361-4571,action
P01_07,What did he do with the cereal bag?,I don't know,00:01:31.03-00:01:31.87,5461-5512,action
P02_01,What did he do with the mug?,I don't know,00:01:21.54-00:01:22.72,4892-4963,action
P02_04,What did he do with the liquid?,I don't know,00:03:30.86-00:03:33.90,12651-12834,action
P01_02,What all does he wipe?,I don't know,00:01:29.79-00:01:31.38,5387-5482,noun
P02_01,What all does he stir?,I don't know,00:01:21.54-00:01:22.72,4892-4963,noun
P01_06,What did he do with the spoon?,I don't know,00:07:25.69-00:07:26.79,26741-26807,action
P03_09,What all does he close?,washing machine,00:00:06.58-00:00:07.58,394-454,noun
P03_09,What did he do with the knife?,I don't know,00:04:06.05-00:04:13.84,14763-15230,action
P01_06,What did he do with the tablecloth?,I don't know,00:04:04.46-00:04:08.17,14667-14890,action
P02_01,What did he do with the lid?,I don't know,00:03:00.14-00:03:02.54,10808-10952,action
P01_06,What all does he throw?,I don't know,00:00:28.69-00:00:30.69,1721-1841,noun
P03_02,What all does he pick-up?,I don't know,00:04:24.94-00:04:27.49,15896-16049,noun
P03_09,What all does he pour-up?,I don't know,00:00:20.37-00:00:21.07,1222-1264,noun
P01_03,What did he do with the tablecloth?,I don't know,00:00:45.67-00:00:47.70,2740-2862,action
P01_02,What all does he take?,I don't know,00:00:08.61-00:00:09.28,516-556,noun
P01_06,What all does he empty?,I don't know,00:00:02.21-00:00:03.28,132-196,noun
P01_02,What did he do with the bin?,I don't know,00:01:06.61-00:01:07.63,3996-4057,action
P03_02,Where did he put the lid?,I don't know,00:00:23.79-00:00:24.60,1427-1476,interaction2
P02_04,What did he do with the liquid?,I don't know,00:02:02.39-00:02:04.43,7343-7465,action
P02_04,What did he do with the chopping board?,I don't know,00:00:48.37-00:00:50.38,2902-3022,action
P01_02,What did he do with the grater?,I don't know,00:06:53.16-00:06:55.79,24789-24947,action
P03_09,What all does he test?,I don't know,00:00:42.59-00:00:43.14,2555-2588,noun
P02_04,What did he do with the mesh?,I don't know,00:03:45.49-00:03:46.38,13529-13582,action
P02_04,What all does he wash?,I don't know,00:04:40.20-00:04:44.56,16812-17073,noun
P01_07,What all does he put?,I don't know,00:01:32.42-00:01:33.75,5545-5625,noun
P03_09,What all does he fill?,I don't know,00:08:50.97-00:08:52.88,31858-31972,noun
P02_04,What all does he open?,drawer,00:00:51.25-00:00:52.60,3075-3156,noun
P01_02,What all does he adjust?,I don't know,00:01:35.71-00:01:41.20,5742-6072,noun
P01_03,What did he do with the cereal?,I don't know,00:00:19.68-00:00:22.53,1180-1351,action
P01_04,What did he do with the cereal bag?,I don't know,00:01:40.49-00:01:41.99,6029-6119,action
P02_04,What all does he move?,I don't know,00:01:01.17-00:01:04.00,3670-3840,noun
P01_07,What did he do with the drawer?,I don't know,00:01:21.01-00:01:23.65,4860-5019,action
P02_04,What did he do with the pan?,I don't know,00:04:59.19-00:05:03.69,17951-18221,action
P01_02,What all does he close?,I don't know,00:01:06.61-00:01:07.63,3996-4057,noun
P02_04,What did he do with the chopping board?,I don't know,00:02:36.88-00:02:39.28,9412-9556,action
P03_09,What did he do with the cheese?,I don't know,00:02:57.20-00:02:59.95,10632-10797,action
P03_02,What did he do with the sandwich?,I don't know,00:01:22.24-00:01:22.99,4934-4979,action
P03_02,What did he do with the fridge?,I don't know,00:01:45.86-00:01:46.40,6351-6384,action
P03_09,What did he do with the bottle?,I don't know,00:06:14.83-00:06:15.58,22489-22534,action
P02_04,What all does he wear?,I don't know,00:01:15.08-00:01:16.63,4504-4597,noun
P03_09,What did he do with the lunch box?,I don't know,00:00:33.80-00:00:34.55,2027-2073,action
P02_04,What did he do with the sponge?,I don't know,00:06:20.64-00:06:21.88,22838-22912,action
P01_02,What did he do with the counter?,I don't know,00:01:31.48-00:01:35.73,5488-5743,action
P03_09,What did he do with the measuring cup?,I don't know,00:01:28.98-00:01:33.73,5338-5623,action
P03_09,What did he do with the lid?,grab,00:06:16.93-00:06:17.68,22615-22660,action
P03_09,What all does he grab?,I don't know,00:00:15.08-00:00:15.83,904-949,noun
P02_04,What did he do with the drawer?,I don't know,00:03:58.32-00:03:59.07,14299-14344,action
P01_02,What did he do with the eating board?,I don't know,00:04:14.00-00:04:22.99,15240-15779,action
P03_09,What did he do with the hob?,I don't know,00:00:10.26-00:00:11.21,615-672,action
P03_09,What did he do with the liquid?,I don't know,00:03:11.46-00:03:12.06,11487-11523,action
P02_01,What all does he walk-to?,I don't know,00:01:30.67-00:01:31.84,5440-5510,noun
P01_02,What did he do with the hand?,I don't know,00:04:59.67-00:05:00.45,17980-18027,action
P01_06,What did he do with the glass?,I don't know,00:00:17.67-00:00:20.03,1060-1201,action
P03_09,What did he do with the excess butter?,I don't know,00:01:33.32-00:01:34.98,5599-5698,action
P01_02,What did he do with the top?,I don't know,00:00:42.69-00:00:49.44,2561-2966,action
P02_04,What all does he rinse?,I don't know,00:02:34.08-00:02:34.97,9244-9298,noun
P03_02,What did he do with the fridge?,I don't know,00:00:10.26-00:00:12.01,615-720,action
P02_04,What all does he wash?,I don't know,00:05:08.23-00:05:09.24,18493-18554,noun
P01_06,What did he do with the hand?,I don't know,00:05:39.69-00:05:41.18,20381-20470,action
P03_09,What did he do with the washing machine?,I don't know,00:08:16.35-00:08:18.19,29781-29891,action
P01_06,What did he do with the plate?,I don't know,00:00:19.22-00:00:27.56,1153-1653,action
P02_04,What all does he put?,I don't know,00:04:39.20-00:04:40.60,16752-16836,noun
P02_01,What did he do with the mug?,I don't know,00:01:10.65-00:01:12.84,4239-4370,action
P03_09,What did he do with the cupboard?,I don't know,00:03:20.40-00:03:23.08,12024-12184,action
P02_01,What did he do with the sugar jar?,I don't know,00:01:50.49-00:01:51.08,6629-6664,action
P02_04,What did he do with the strainer?,I don't know,00:03:41.90-00:03:45.48,13314-13528,action
P03_09,What did he do with the spatula?,I don't know,00:00:14.52-00:00:15.02,871-901,action
P01_06,What all does he hang?,I don't know,00:02:51.83-00:02:55.01,10309-10500,noun
P03_09,What did he do with the bowl?,I don't know,00:08:05.61-00:08:06.11,29136-29166,action
P03_09,What did he do with the squash?,I don't know,00:01:25.68-00:01:26.24,5140-5174,action
P01_02,What did he do with the liquid?,I don't know,00:00:50.89-00:01:00.52,3053-3631,action
P03_09,What all does he test?,I don't know,00:02:37.09-00:02:38.22,9425-9493,noun
P02_04,What all does he wear?,I don't know,00:00:11.95-00:00:13.69,717-821,noun
P01_03,What did he do with the cupboard?,I don't know,00:00:16.87-00:00:17.98,1012-1078,action
P03_09,What did he do with the fork?,I don't know,00:09:39.96-00:09:41.94,34797-34916,action
P01_02,What all does he pour?,I don't know,00:01:28.08-00:01:29.72,5284-5383,noun
P01_04,What did he do with the glass?,I don't know,00:00:45.27-00:00:46.81,2716-2808,action
P01_07,What all does he put-down?,I don't know,00:00:32.42-00:00:34.33,1945-2059,noun
P01_02,What did he do with the sponge?,I don't know,00:01:09.32-00:01:17.33,4159-4639,action
P03_09,What all does he get?,I don't know,00:02:00.81-00:02:06.93,7248-7615,noun
P02_04,What did he do with the spoon?,I don't know,00:01:14.49-00:01:15.08,4469-4504,action
