video_id,question_about_action,noun,answer,time,frames
P24_08,What did he do with the olive,olive,"open,pick-up,slice,slice,take,slice,slice,slice,take,slice,take,slice,cut,cut,cut,cut,cut,slice,put","00:05:55.23-00:05:59.41,00:06:02.44-00:06:03.26,00:06:03.00-00:06:10.24,00:06:10.34-00:06:19.19,00:06:18.45-00:06:21.86,00:06:21.88-00:06:27.12,00:06:27.07-00:06:38.97,00:06:44.00-00:07:15.72,00:06:49.54-00:06:50.55,00:06:50.37-00:07:03.70,00:07:15.82-00:07:19.35,00:07:19.38-00:07:24.32,00:07:44.38-00:07:53.36,00:08:18.66-00:08:36.43,00:08:23.42-00:08:27.09,00:08:27.19-00:08:50.10,00:08:39.32-00:08:51.32,00:11:12.46-00:11:18.62,00:11:26.50-00:11:29.71","21313-21564,21746-21795,21780-22214,22220-22751,22707-22911,22912-23227,23224-23938,24240-26143,24572-24633,24622-25422,26149-26361,26362-26659,27862-28401,29919-30985,30205-30425,30431-31806,31159-31879,40347-40717,41190-41382"
P24_08,What did he do with the olive seed,seed:olive,"put-down,pick-up,throw","00:07:48.62-00:07:54.93,00:08:13.08-00:08:13.83,00:08:14.95-00:08:15.82","28117-28495,29584-29629,29697-29749"
P24_08,What did he do with the onion,onion,"grab,cut,cut,cut,cut,put,cut,throw,cut,cut,cut,throw,move,move,move,move,stir,stir,turn,move","00:01:33.98-00:01:35.08,00:01:48.64-00:01:52.50,00:02:21.91-00:02:30.12,00:02:29.62-00:02:38.25,00:02:38.35-00:02:50.18,00:03:09.12-00:03:10.67,00:03:13.69-00:03:17.60,00:03:26.78-00:03:29.69,00:04:19.16-00:04:31.57,00:04:26.01-00:04:38.40,00:04:38.50-00:04:51.25,00:04:53.61-00:05:05.67,00:05:03.37-00:05:27.17,00:05:24.98-00:05:30.59,00:07:27.32-00:07:33.78,00:07:32.76-00:07:43.40,00:09:08.95-00:09:23.01,00:09:25.47-00:09:32.57,00:10:08.16-00:10:16.13,00:10:11.18-00:10:18.42","5638-5704,6518-6750,8514-9007,8977-9495,9501-10210,11347-11440,11621-11856,12406-12581,15549-16294,15960-16704,16710-17475,17616-18340,18202-19630,19498-19835,26839-27226,27165-27804,32937-33780,33928-34354,36489-36967,36670-37105"
P24_08,What did he do with the onion peel,peel:onion,pick-up,00:03:17.58-00:03:23.01,11854-12180
P24_08,What did he do with the oregano,oregano,"grab,put,put","00:15:37.39-00:15:41.36,00:15:40.65-00:15:47.75,00:15:52.06-00:16:02.67","56243-56481,56439-56865,57123-57760"
P24_08,What did he do with the oregano bag,bag:oregano,"close,put","00:16:02.77-00:16:06.44,00:16:06.11-00:16:07.63","57766-57986,57966-58057"
P24_08,What did he do with the oregano envelope,envelope:oregano,pick-up,00:15:17.02-00:15:18.02,55021-55081
P24_08,What did he do with the package,package,"pick-up,close,put-away","00:05:36.14-00:05:40.19,00:07:55.44-00:07:58.41,00:08:01.19-00:08:04.40","20168-20411,28526-28704,28871-29064"
P24_08,What did he do with the pan,pan,"pick-up,dry,put,pick-up,put,put,put-down,pick-up,put,rinse,soap,rinse,put","00:03:34.09-00:03:36.27,00:03:39.29-00:03:40.52,00:03:49.20-00:03:50.40,00:04:00.09-00:04:01.85,00:04:04.80-00:04:06.79,00:05:50.75-00:05:52.53,00:12:03.80-00:12:06.46,00:19:40.64-00:19:43.29,00:20:00.10-00:20:01.36,00:22:38.94-00:22:44.04,00:22:44.14-00:22:52.06,00:22:52.16-00:23:01.17,00:23:01.27-00:23:02.44","12845-12976,13157-13231,13752-13824,14405-14511,14688-14807,21045-21151,43428-43587,70838-70997,72006-72081,81536-81842,81848-82323,82329-82870,82876-82946"
P24_08,What did he do with the pasta,pasta,"pick-up,put-down,pick-up,pour,put-down,put,stir,mix,stir,taste,stir,stir,stir,drain,drain,put,put,mix,mix,stir,stir,put","00:00:02.69-00:00:05.68,00:00:05.81-00:00:08.18,00:00:57.67-00:00:59.64,00:01:01.52-00:01:17.41,00:01:22.86-00:01:24.21,00:11:04.38-00:11:07.06,00:13:56.69-00:14:03.47,00:15:23.55-00:15:27.29,00:17:27.10-00:17:30.46,00:17:34.07-00:17:39.30,00:17:42.92-00:17:45.00,00:18:39.08-00:18:42.91,00:18:49.13-00:18:52.04,00:19:32.13-00:19:33.82,00:19:36.21-00:19:37.93,00:19:38.06-00:19:39.06,00:19:39.31-00:19:40.46,00:20:07.74-00:20:10.99,00:20:29.76-00:20:32.09,00:21:08.70-00:21:11.70,00:21:32.76-00:21:37.48,00:21:51.32-00:22:00.82","161-340,348-490,3460-3578,3691-4644,4971-5052,39862-40023,50201-50608,55413-55637,62825-63027,63244-63558,63775-63900,67144-67374,67747-67922,70327-70429,70572-70675,70683-70743,70758-70827,72464-72659,73785-73925,76122-76302,77565-77848,78679-79249"
P24_08,What did he do with the pasta piece,piece:pasta,"take,throw","00:25:07.37-00:25:08.80,00:25:08.90-00:25:10.17","90442-90528,90534-90610"
P24_08,What did he do with the plate,plate,"pick-up,put-down,move,take,take,put-down,take,put","00:00:52.34-00:00:53.55,00:00:53.65-00:00:55.01,00:01:39.06-00:01:40.54,00:11:02.86-00:11:04.71,00:21:41.56-00:21:42.70,00:21:42.73-00:21:43.48,00:22:23.20-00:22:25.69,00:22:25.79-00:22:27.21","3140-3213,3219-3300,5943-6032,39771-39882,78093-78162,78163-78208,80592-80741,80747-80832"
P24_08,What did he do with the pot,pot,"pick-up,pick-up,put,put,pick-up,put,pick-up,put","00:00:12.02-00:00:14.92,00:00:24.67-00:00:29.29,00:00:29.28-00:00:33.34,00:19:34.10-00:19:35.10,00:20:04.64-00:20:06.36,00:20:06.19-00:20:07.39,00:23:22.73-00:23:23.42,00:23:23.52-00:23:24.99","721-895,1480-1757,1756-2000,70446-70506,72278-72381,72371-72443,84163-84205,84211-84299"
P24_08,What did he do with the pot lid,lid:pot,"pick-up,pick-up","00:15:20.79-00:15:21.77,00:17:24.25-00:17:25.74","55247-55306,62655-62744"
P24_08,What did he do with the rag,rag,"take,take,put-down","00:19:22.70-00:19:25.24,00:21:37.72-00:21:39.44,00:25:04.53-00:25:07.25","69762-69914,77863-77966,90271-90435"
P24_08,What did he do with the salad,salad,"pick-up,mix,toss,toss,put-down","00:08:56.59-00:08:59.01,00:14:41.97-00:14:51.00,00:16:09.09-00:16:14.71,00:16:14.01-00:16:26.30,00:16:29.18-00:16:31.86","32195-32340,52918-53460,58145-58482,58440-59178,59350-59511"
P24_08,What did he do with the salad bowl,bowl:salad,"put-down,place","00:09:03.61-00:09:05.94,00:14:48.63-00:14:51.23","32616-32756,53317-53473"
P24_08,What did he do with the salt,salt,"pick-up,put,take,put","00:09:51.44-00:09:53.94,00:09:54.29-00:10:01.02,00:11:50.83-00:11:52.25,00:11:51.26-00:11:56.26","35486-35636,35657-36061,42649-42735,42675-42975"
P24_08,What did he do with the salt box,box:salt,"open,close,open","00:09:48.84-00:09:49.62,00:10:02.43-00:10:04.55,00:11:47.15-00:11:50.03","35330-35377,36145-36273,42429-42601"
P24_08,What did he do with the sauce,sauce,"pour,stir,stir,stir,stir,stir,stir,stir,put","00:10:35.47-00:10:44.11,00:10:54.27-00:11:01.69,00:11:34.18-00:11:35.49,00:12:01.15-00:12:03.70,00:13:44.62-00:13:51.15,00:13:51.70-00:13:55.59,00:14:06.18-00:14:12.07,00:18:53.35-00:18:55.77,00:19:43.31-00:19:45.94","38128-38646,39256-39701,41650-41729,43269-43422,49477-49869,49902-50135,50770-51124,68001-68146,70998-71156"
P24_08,What did he do with the sauce bottle,bottle:sauce,"open,put-down","00:10:26.99-00:10:28.41,00:10:50.97-00:10:54.48","37619-37704,39058-39268"
P24_08,What did he do with the saucepan,saucepan,"close,take,take,put-down,take,rinse,wash,rinse,rinse,put-down","00:11:06.82-00:11:09.09,00:19:25.19-00:19:30.32,00:21:50.00-00:21:51.10,00:22:13.76-00:22:14.74,00:23:44.85-00:23:47.78,00:23:45.73-00:23:50.70,00:24:00.64-00:24:11.49,00:24:17.45-00:24:23.04,00:24:22.72-00:24:36.24,00:24:36.48-00:24:40.80","40009-40145,69911-70219,78600-78666,80025-80084,85491-85666,85543-85842,86438-87089,87447-87782,87763-88574,88588-88848"
P24_08,What did he do with the sink,sink,wash,00:24:48.49-00:24:53.59,89309-89615
P24_08,What did he do with the skin,skin,remove,00:01:51.75-00:02:13.42,6705-8005
P24_08,What did he do with the soap colander,colander:soap,lather,00:23:04.64-00:23:08.80,83078-83328
P24_08,What did he do with the sponge,sponge,"rinse,put-down,rinse,rinse,put-down,take,rinse,put-down,rinse,put-down","00:16:39.60-00:16:41.84,00:18:21.55-00:18:22.77,00:23:48.81-00:23:50.66,00:23:55.13-00:23:56.36,00:24:16.42-00:24:17.30,00:24:44.62-00:24:46.18,00:24:45.07-00:24:47.54,00:24:53.41-00:24:54.54,00:24:58.25-00:24:58.99,00:25:00.04-00:25:00.71","59976-60110,66093-66166,85728-85839,86107-86181,87385-87438,89077-89170,89104-89252,89604-89672,89895-89939,90002-90042"
P24_08,What did he do with the spoon,spoon,"put-down,pick-up,put-down,pick-up","00:09:31.17-00:09:32.74,00:12:06.56-00:12:08.50,00:12:10.37-00:12:11.62,00:15:22.69-00:15:23.49","34270-34364,43593-43710,43822-43897,55361-55409"
P24_08,What did he do with the stove,stove,"turn-on,turn-on","00:00:33.15-00:00:36.79,00:20:02.34-00:20:03.41","1989-2207,72140-72204"
P24_08,What did he do with the stove flame,flame:stove,adjust,00:05:45.26-00:05:51.21,20715-21072
P24_08,What did he do with the tap,tap,"open,close,close,move,open,turn-on,turn-off,open,turn-off,turn-off","00:00:16.31-00:00:20.14,00:00:17.00-00:00:24.89,00:00:18.88-00:00:25.12,00:00:25.05-00:00:26.80,00:00:26.40-00:00:28.40,00:16:36.86-00:16:38.37,00:18:28.01-00:18:28.59,00:22:37.59-00:22:40.49,00:23:58.48-00:23:59.63,00:24:59.70-00:25:00.63","978-1208,1020-1493,1132-1507,1503-1608,1584-1704,59811-59902,66480-66515,81455-81629,86308-86377,89982-90037"
P24_08,What did he do with the water,water,"stir,put,pour","00:10:19.62-00:10:22.05,00:17:53.86-00:17:55.76,00:20:25.19-00:20:27.27","37177-37323,64431-64545,73511-73636"
P24_08,What did he do with the wooden spoon,spoon:wooden,"take,put-down,pick-up,pick-up,put,pick-up,put-down,take,put-down,take,put-down,take,put-down,pick-up,pick-up,put-down,put-down,take,put-down,take,put-down,put-down,pick-up,soap,rinse,put-down","00:07:26.09-00:07:27.22,00:07:43.47-00:07:44.23,00:09:08.14-00:09:09.01,00:09:38.20-00:09:39.04,00:09:44.32-00:09:45.29,00:10:07.49-00:10:08.33,00:10:24.70-00:10:25.77,00:10:31.79-00:10:33.12,00:11:01.76-00:11:02.76,00:11:09.26-00:11:11.26,00:11:11.36-00:11:12.36,00:11:32.55-00:11:33.56,00:11:43.04-00:11:43.97,00:12:00.41-00:12:01.05,00:13:43.77-00:13:44.53,00:14:10.29-00:14:11.62,00:17:44.41-00:17:45.57,00:18:37.94-00:18:38.98,00:18:56.05-00:18:56.98,00:21:43.43-00:21:44.99,00:21:45.40-00:21:48.74,00:22:14.84-00:22:16.52,00:23:25.09-00:23:26.72,00:23:28.59-00:23:36.02,00:23:35.43-00:23:41.32,00:23:41.42-00:23:43.96","26765-26833,27808-27853,32888-32940,34692-34742,35059-35117,36449-36499,37482-37546,37907-37987,39705-39765,40155-40275,40281-40341,41553-41613,42182-42238,43224-43263,49426-49471,51017-51097,63864-63934,67076-67138,68163-68218,78205-78299,78324-78524,80090-80191,84305-84403,84515-84961,84925-85279,85285-85437"
P25_01,What did he do with the counter,counter,open,00:00:38.72-00:00:40.45,2323-2427
P25_01,What did he do with the lid,lid,"lift,open,close,open,close","00:00:08.20-00:00:15.35,00:01:02.62-00:01:04.29,00:01:06.27-00:01:07.30,00:01:37.72-00:01:39.32,00:01:46.34-00:01:48.13","491-921,3757-3857,3976-4038,5863-5959,6380-6487"
P25_01,What did he do with the napkin,napkin,take,00:00:02.48-00:00:05.41,148-324
P25_01,What did he do with the pasta,pasta,"put,mix","00:00:20.64-00:00:27.83,00:01:41.10-00:01:45.86","1238-1669,6066-6351"
P25_01,What did he do with the plate,plate,"take,put","00:00:16.84-00:00:20.54,00:00:27.93-00:00:30.98","1010-1232,1675-1858"
P25_01,What did he do with the salt,salt,"take,take,put","00:00:42.43-00:00:47.92,00:00:55.44-00:00:58.00,00:01:04.81-00:01:05.70","2545-2875,3326-3480,3888-3942"
P25_01,What did he do with the spoon,spoon,take,00:00:52.93-00:00:54.15,3175-3249
P25_01,What did he do with the tap,tap,turn,00:01:14.20-00:01:15.29,4452-4517
P25_02,What did he do with the cloth,cloth,pick-up,00:01:57.68-00:01:59.20,7060-7152
P25_02,What did he do with the detergent,detergent,"pick-up,put-on","00:01:49.82-00:01:54.58,00:02:13.32-00:02:16.64","6589-6874,7999-8198"
P25_02,What did he do with the door,door,open,00:01:48.63-00:01:49.72,6517-6583
P25_02,What did he do with the glass,glass,put-down,00:02:09.12-00:02:10.89,7747-7853
P25_02,What did he do with the lid,lid,"wash,put-down","00:02:19.52-00:02:51.37,00:02:50.97-00:02:53.51","8371-10282,10258-10410"
P25_02,What did he do with the napkin,napkin,"pick-up,take","00:00:10.58-00:00:12.20,00:04:03.66-00:04:08.08","634-732,14619-14884"
P25_02,What did he do with the pan,pan,"take,wash","00:03:30.72-00:03:32.75,00:03:31.85-00:03:44.48","12643-12765,12711-13468"
P25_02,What did he do with the pasta,pasta,"stir,pour-out,pour-out","00:00:02.03-00:00:07.16,00:00:24.67-00:00:36.64,00:00:53.19-00:01:06.45","121-429,1480-2198,3191-3987"
P25_02,What did he do with the plate,plate,"pick-up,put-down,put-down,pick-up","00:00:44.55-00:00:50.31,00:01:33.00-00:01:44.80,00:01:34.14-00:01:35.14,00:01:39.39-00:01:40.48","2673-3018,5580-6288,5648-5708,5963-6028"
P25_02,What did he do with the pot,pot,"pick-up,put-down","00:00:15.49-00:00:17.93,00:00:37.41-00:00:40.39","929-1075,2244-2423"
P25_02,What did he do with the sponge,sponge,pick-up,00:02:54.00-00:02:55.11,10440-10506
P25_02,What did he do with the spoon,spoon,"pick-up,put-down,pick-up,wash,pick-up,put,take,wash,put","00:00:00.63-00:00:02.21,00:00:07.60-00:00:09.41,00:01:29.79-00:01:31.29,00:02:56.12-00:03:15.62,00:02:58.29-00:02:59.70,00:03:15.34-00:03:17.36,00:03:17.06-00:03:18.30,00:03:17.90-00:03:29.52,00:03:29.14-00:03:30.96","37-132,456-564,5387-5477,10567-11737,10697-10782,11720-11841,11823-11898,11874-12571,12548-12657"
P25_02,What did he do with the tap,tap,"open,turn,turn","00:01:11.78-00:01:15.08,00:03:45.57-00:03:48.79,00:03:49.88-00:03:52.84","4306-4504,13534-13727,13792-13970"
P25_03,What did he do with the casserole,casserole,get,00:02:50.89-00:02:57.13,10253-10627
P25_03,What did he do with the degreaser,degreaser,"take,spray","00:00:03.70-00:00:05.54,00:00:20.04-00:00:26.39","222-332,1202-1583"
P25_03,What did he do with the detergent,detergent,"take,put","00:00:00.50-00:00:01.84,00:00:01.83-00:00:04.37","30-110,109-262"
P25_03,What did he do with the kitchen,kitchen,wash,00:01:01.42-00:01:27.91,3685-5274
P25_03,What did he do with the napkin,napkin,take,00:02:45.12-00:02:47.30,9907-10038
P25_03,What did he do with the oven,oven,open,00:02:39.64-00:02:41.90,9578-9714
P25_03,What did he do with the rag,rag,"take,wash,wash","00:00:26.76-00:00:29.35,00:00:31.89-00:00:54.42,00:01:30.13-00:01:46.47","1605-1761,1913-3265,5407-6388"
P25_03,What did he do with the tap,tap,"turn,turn,turn","00:00:30.14-00:00:32.08,00:00:54.61-00:00:56.35,00:01:28.94-00:01:30.20","1808-1924,3276-3381,5336-5412"
P25_03,What did he do with the tidy kitchen,kitchen:tidy,tidy-up,00:02:10.56-00:02:29.31,7833-8958
P25_04,What did he do with the cloth,cloth,"put,pick-up,put","00:08:45.64-00:08:47.05,00:08:55.57-00:08:56.58,00:09:00.05-00:09:04.75","31538-31622,32134-32194,32402-32685"
P25_04,What did he do with the coffee,coffee,"pick-up,pick-up,put-in,put-down","00:04:37.00-00:04:38.03,00:04:45.43-00:04:48.58,00:04:47.34-00:05:15.96,00:05:16.04-00:05:17.42","16620-16681,17125-17314,17240-18957,18962-19045"
P25_04,What did he do with the coffee maker,maker:coffee,clean,00:05:52.94-00:05:57.19,21176-21431
P25_04,What did he do with the coffee pot,pot:coffee,"take,open,wash,take,dry,pick-up,set-down,close,dry,pick-up,put-down","00:00:25.46-00:00:26.57,00:00:28.54-00:00:34.65,00:00:48.20-00:02:55.35,00:03:15.50-00:03:36.60,00:03:34.58-00:03:41.30,00:03:41.40-00:03:53.90,00:04:31.73-00:04:34.13,00:05:24.15-00:05:42.55,00:06:00.14-00:06:20.64,00:06:41.96-00:06:44.24,00:06:44.94-00:06:46.94","1527-1594,1712-2079,2892-10521,11730-12996,12874-13278,13284-14034,16303-16447,19449-20553,21608-22838,24117-24254,24296-24416"
P25_04,What did he do with the cupboard,cupboard,open,00:03:05.56-00:03:06.67,11133-11200
P25_04,What did he do with the detergent,detergent,"take,put","00:00:02.64-00:00:05.04,00:00:18.41-00:00:20.91","158-302,1104-1254"
P25_04,What did he do with the door,door,"open,close","00:09:14.82-00:09:17.06,00:09:35.79-00:09:36.78","33289-33423,34547-34606"
P25_04,What did he do with the hand,hand,wash,00:08:56.68-00:08:59.95,32200-32397
P25_04,What did he do with the jar,jar,put-down,00:05:23.62-00:05:28.75,19417-19725
P25_04,What did he do with the kitchen,kitchen,clean,00:08:15.27-00:08:27.51,29716-30450
P25_04,What did he do with the lighter,lighter,"pick-up,put-down","00:06:29.02-00:06:31.25,00:06:54.08-00:06:55.54","23341-23475,24844-24932"
P25_04,What did he do with the napkin,napkin,"take,take,take,throw,pick-up,throw,pick-up,put-down","00:03:01.13-00:03:02.35,00:03:11.17-00:03:12.87,00:07:00.26-00:07:09.59,00:07:10.60-00:07:12.68,00:09:07.14-00:09:08.90,00:09:09.00-00:09:11.20,00:09:40.72-00:09:47.39,00:09:47.49-00:09:49.89","10867-10941,11470-11572,25215-25775,25836-25960,32828-32934,32940-33072,34843-35243,35249-35393"
P25_04,What did he do with the rag,rag,"take,take,clean,clean","00:00:47.97-00:00:48.77,00:07:48.01-00:07:54.92,00:07:55.02-00:08:01.98,00:08:30.87-00:08:45.54","2878-2926,28080-28495,28501-28918,30652-31532"
P25_04,What did he do with the saucer,saucer,pick-up,00:09:22.48-00:09:23.65,33748-33819
P25_04,What did he do with the small cup,cup:small,pick-up,00:09:20.28-00:09:23.83,33616-33829
P25_04,What did he do with the sponge,sponge,pick-up,00:08:47.15-00:08:50.44,31629-31826
P25_04,What did he do with the tap,tap,"turn,turn,open,close,open,close,turn,turn,turn,close","00:00:07.81-00:00:10.32,00:02:56.56-00:02:57.87,00:03:56.73-00:04:04.40,00:04:17.13-00:04:21.69,00:04:23.59-00:04:26.47,00:04:25.13-00:04:28.69,00:07:17.87-00:07:19.80,00:07:59.08-00:08:00.13,00:08:30.00-00:08:30.77,00:08:52.92-00:08:54.04","468-619,10593-10672,14203-14664,15427-15701,15815-15988,15907-16121,26272-26388,28744-28807,30600-30646,31975-32042"
P25_04,What did he do with the teaspoon,teaspoon,"pick-up,pick-up,put-down,wash,clean,put,pick-up,put-down","00:04:41.19-00:04:43.65,00:06:56.52-00:06:57.87,00:06:58.40-00:06:59.31,00:07:21.39-00:07:35.40,00:07:30.75-00:07:45.78,00:07:45.98-00:07:46.73,00:09:29.65-00:09:35.71,00:09:37.02-00:09:39.47","16871-17019,24991-25072,25104-25158,26483-27324,27045-27946,27958-28003,34179-34542,34621-34768"
P25_04,What did he do with the water,water,"put-in,turn-on,turn-off","00:04:15.18-00:04:16.91,00:05:51.09-00:05:52.09,00:05:57.23-00:05:58.04","15310-15414,21065-21125,21433-21482"
P25_05,What did he do with the box,box,"take,put,lather,wash,dry,take,throw","00:05:11.32-00:05:14.36,00:05:17.61-00:05:18.74,00:05:43.63-00:06:02.51,00:06:03.09-00:06:22.04,00:06:52.67-00:06:55.88,00:07:34.63-00:07:36.07,00:07:37.45-00:07:39.68","18679-18861,19056-19124,20617-21750,21785-22922,24760-24952,27277-27364,27447-27580"
P25_05,What did he do with the cloth,cloth,"put-down,take,wash,rinse,rinse","00:01:41.23-00:01:42.91,00:21:38.38-00:21:39.56,00:21:39.66-00:21:43.42,00:23:18.86-00:23:26.12,00:23:30.55-00:23:34.57","6073-6174,77902-77973,77979-78205,83931-84367,84633-84874"
P25_05,What did he do with the cooker,cooker,"clean,clean","00:22:40.49-00:23:19.17,00:23:41.34-00:24:22.06","81629-83950,85280-87723"
P25_05,What did he do with the cupboard,cupboard,"open,open,open,close,open","00:05:10.32-00:05:11.42,00:05:31.80-00:05:33.17,00:11:31.65-00:11:32.40,00:11:33.12-00:11:34.53,00:11:38.97-00:11:42.61","18619-18685,19908-19990,41499-41544,41587-41671,41938-42156"
P25_05,What did he do with the degreaser,degreaser,"take,spray,spray","00:20:54.80-00:20:59.84,00:21:00.28-00:21:02.60,00:21:26.76-00:21:36.61","75288-75590,75616-75756,77205-77796"
P25_05,What did he do with the detergent,detergent,"pick-up,put-on,put-down,take,put,put,pick-up,put-on,pick-up,put-on,put-on","00:00:22.53-00:00:24.85,00:00:29.82-00:00:31.56,00:02:07.74-00:02:09.81,00:05:34.26-00:05:35.68,00:05:37.12-00:05:38.66,00:06:34.27-00:06:39.18,00:17:16.11-00:17:17.63,00:17:19.15-00:17:36.65,00:18:22.67-00:18:24.53,00:18:24.57-00:18:28.00,00:19:33.16-00:19:34.60","1351-1491,1789-1893,7664-7788,20055-20140,20227-20319,23656-23950,62166-62257,62349-63399,66160-66271,66274-66480,70389-70476"
P25_05,What did he do with the dish,dish,"take,place","00:21:08.99-00:21:16.20,00:21:18.77-00:21:22.27","76139-76572,76726-76936"
P25_05,What did he do with the door,door,"open,open,open,open,close,open,open","00:00:05.84-00:00:07.33,00:00:20.75-00:00:22.12,00:02:48.89-00:02:50.98,00:13:51.81-00:13:53.17,00:14:03.67-00:14:04.41,00:17:13.43-00:17:16.03,00:21:07.98-00:21:09.23","350-439,1245-1327,10133-10258,49908-49990,50620-50664,62005-62161,76078-76153"
P25_05,What did he do with the drawer,drawer,"open,open,open,open,open,close,open","00:01:48.49-00:01:49.70,00:03:34.79-00:03:35.74,00:06:40.47-00:06:41.19,00:08:04.46-00:08:05.48,00:14:09.23-00:14:10.45,00:14:10.94-00:14:12.10,00:15:42.51-00:15:44.02","6509-6582,12887-12944,24028-24071,29067-29128,50953-51027,51056-51126,56550-56641"
P25_05,What did he do with the fork,fork,"pick-up,put-down,take,pick-up,put-down,put-down,pick-up,clean,put-down,pick-up,clean,put-down","00:03:36.74-00:03:39.61,00:03:44.59-00:03:46.63,00:08:06.22-00:08:08.15,00:12:04.38-00:12:05.69,00:13:48.66-00:13:51.43,00:16:28.07-00:16:30.77,00:19:49.86-00:19:51.19,00:19:50.18-00:19:54.96,00:19:57.30-00:19:58.22,00:19:58.99-00:19:59.92,00:19:59.59-00:20:08.10,00:20:09.89-00:20:10.71","13004-13176,13475-13597,29173-29289,43462-43541,49719-49885,59284-59446,71391-71471,71410-71697,71838-71893,71939-71995,71975-72486,72593-72642"
P25_05,What did he do with the gas,gas,turn-on,00:01:43.81-00:01:46.72,6228-6403
P25_05,What did he do with the hand,hand,"wash,dry","00:04:55.99-00:04:57.94,00:10:56.76-00:10:59.44","17759-17876,39405-39566"
P25_05,What did he do with the kitchen,kitchen,"clean,rinse","00:21:52.16-00:22:12.40,00:22:12.98-00:22:38.49","78729-79944,79978-81509"
P25_05,What did he do with the knife,knife,"pick-up,clean,put-down,pick-up,clean,put-down","00:19:35.77-00:19:37.34,00:19:37.55-00:19:46.08,00:19:48.24-00:19:48.95,00:20:11.12-00:20:12.30,00:20:12.40-00:20:21.05,00:20:21.05-00:20:23.11","70546-70640,70653-71164,71294-71337,72667-72738,72744-73263,73263-73386"
P25_05,What did he do with the light,light,turn,00:06:25.53-00:06:26.52,23131-23191
P25_05,What did he do with the lighter,lighter,pick-up,00:01:49.78-00:01:51.32,6586-6679
P25_05,What did he do with the mushroom,mushroom,"open,put","00:07:19.28-00:07:22.87,00:07:22.97-00:07:34.00","26356-26572,26578-27240"
P25_05,What did he do with the napkin,napkin,"pick-up,pick-up,take,take,throw,take,throw,pick-up,throw-away,pick-up","00:02:26.29-00:02:31.89,00:03:40.97-00:03:44.04,00:06:41.99-00:06:46.50,00:07:48.41-00:07:51.44,00:07:59.65-00:08:04.02,00:10:53.61-00:10:56.14,00:11:02.84-00:11:06.87,00:15:28.24-00:15:31.03,00:15:34.74-00:15:37.20,00:24:45.67-00:24:49.61","8777-9113,13258-13442,24119-24390,28104-28286,28779-29041,39216-39368,39770-40012,55694-55861,56084-56232,89140-89376"
P25_05,What did he do with the oil,oil,"take,put,put-down","00:11:42.71-00:11:45.01,00:11:50.23-00:11:58.33,00:12:03.89-00:12:05.07","42162-42300,42613-43099,43433-43504"
P25_05,What did he do with the pan,pan,"pick-up,put-down,wash,pick-up,wash,lather,pick-up,lather,put-down","00:00:07.41-00:00:14.83,00:00:18.84-00:00:21.08,00:00:35.40-00:01:24.86,00:16:37.20-00:16:39.09,00:16:39.80-00:17:05.21,00:17:55.11-00:18:11.91,00:18:29.23-00:18:30.92,00:18:34.84-00:18:56.76,00:19:25.41-00:19:28.31","444-889,1130-1264,2124-5091,59832-59945,59988-61512,64506-65514,66553-66655,66890-68205,69924-70098"
P25_05,What did he do with the paper,paper,"pick-up,throw-away,take,throw","00:04:38.04-00:04:41.08,00:04:45.80-00:04:50.12,00:05:03.68-00:05:04.29,00:05:05.46-00:05:07.59","16682-16864,17148-17407,18220-18257,18327-18455"
P25_05,What did he do with the plate,plate,"pick-up,take,put","00:02:53.18-00:02:58.05,00:05:20.04-00:05:22.07,00:05:21.70-00:05:24.50","10390-10683,19202-19324,19302-19470"
P25_05,What did he do with the pot,pot,"dry,put-down","00:01:24.94-00:01:35.74,00:01:37.18-00:01:40.01","5096-5744,5830-6000"
P25_05,What did he do with the salad,salad,"take,open,put,wash,mix,mix,pick-up,put-down","00:06:59.42-00:07:01.24,00:07:04.06-00:07:08.62,00:07:10.92-00:07:15.12,00:07:45.24-00:07:48.31,00:10:17.66-00:10:24.37,00:15:52.44-00:15:57.58,00:16:30.72-00:16:32.23,00:16:32.90-00:16:34.54","25165-25274,25443-25717,25855-26107,27914-28098,37059-37462,57146-57454,59443-59533,59574-59672"
P25_05,What did he do with the salt,salt,pick-up,00:13:53.19-00:13:59.50,49991-50370
P25_05,What did he do with the sausage,sausage,"pick-up,put-down,pick-up,put-down,pick-up,put-down,turn,take-out,turn,pick-up,put-down,cover","00:03:10.46-00:03:14.43,00:03:15.55-00:03:19.66,00:03:23.36-00:03:25.64,00:03:26.92-00:03:34.46,00:03:54.36-00:03:58.61,00:03:58.72-00:04:05.14,00:08:11.28-00:09:16.12,00:12:08.48-00:12:40.57,00:14:13.42-00:14:29.90,00:16:07.04-00:16:08.83,00:16:08.76-00:16:10.54,00:21:16.61-00:21:18.54","11427-11665,11733-11979,12201-12338,12415-12867,14061-14316,14323-14708,29476-33367,43708-45634,51205-52194,58022-58129,58125-58232,76596-76712"
P25_05,What did he do with the sponge,sponge,"pick-up,take,pick-up,pick-up,pick-up","00:00:27.05-00:00:30.02,00:05:29.36-00:05:30.76,00:17:05.81-00:17:11.45,00:19:30.82-00:19:31.98,00:24:23.23-00:24:24.96","1623-1801,19761-19845,61548-61887,70249-70318,87793-87897"
