video_id,question_about_action,noun,answer,time
P22_17,What did he do with the tomato,tomato,remove,00:01:31.99-00:01:34.57
P22_17,What did he do with the top,top,"clean,clean,clean,clean,clean,clean,clean,clean,pick-up,put-down","00:13:01.51-00:13:05.62,00:13:05.72-00:13:10.63,00:13:13.11-00:13:14.21,00:13:16.15-00:13:18.55,00:13:18.65-00:13:20.64,00:14:02.50-00:14:04.11,00:14:03.94-00:14:05.94,00:19:32.51-00:19:35.55,00:19:36.18-00:19:37.20,00:19:37.25-00:19:38.37"
P22_17,What did he do with the trash,trash,"close,open,close,open,close","00:12:38.75-00:12:39.81,00:15:20.26-00:15:21.30,00:15:23.38-00:15:27.89,00:20:57.91-00:20:58.69,00:20:59.33-00:20:59.87"
P22_17,What did he do with the utensil,utensil,"pick-up,rinse,put-down,put-down,pick-up,rinse,pick-up,dry,put-down,pick-up,dry,put-down","00:12:03.85-00:12:04.72,00:12:04.68-00:12:07.32,00:12:07.24-00:12:08.86,00:12:07.25-00:12:08.70,00:12:08.87-00:12:09.60,00:12:09.70-00:12:10.60,00:18:11.80-00:18:12.79,00:18:15.40-00:18:16.15,00:18:16.17-00:18:17.00,00:18:20.80-00:18:22.26,00:18:22.36-00:18:23.66,00:18:23.89-00:18:24.47"
P22_17,What did he do with the water,water,"pour,pour,put-down,pour,put-down,put-in,pour","00:03:07.81-00:03:24.11,00:03:24.71-00:03:29.80,00:03:29.93-00:03:31.25,00:03:33.33-00:03:35.09,00:03:36.06-00:03:38.09,00:04:04.95-00:04:09.38,00:04:08.28-00:04:15.19"
P23_01,What did he do with the door,door,close,00:00:24.33-00:00:27.79
P23_01,What did he do with the kitchen,kitchen,enter-into,00:00:00.00-00:00:06.74
P23_01,What did he do with the knife,knife,"search-for,take,clean","00:00:06.32-00:00:13.92,00:00:14.41-00:00:14.91,00:00:14.79-00:00:18.80"
P23_01,What did he do with the new onion,onion:new,"cut,remove","00:01:02.11-00:01:13.17,00:01:13.21-00:01:18.01"
P23_01,What did he do with the onion,onion,"cut,put","00:00:28.10-00:00:38.09,00:01:00.83-00:01:02.01"
P23_01,What did he do with the peel,peel,"remove,remove","00:00:35.97-00:00:52.53,00:00:51.44-00:00:56.59"
P23_01,What did he do with the plate,plate,"put-into,remove","00:01:18.10-00:01:18.84,00:01:18.94-00:01:29.28"
P23_01,What did he do with the tap,tap,close,00:00:18.71-00:00:19.87
P23_02,What did he do with the bag,bag,put-into,00:14:56.98-00:15:00.92
P23_02,What did he do with the bowl,bowl,clean,00:12:02.67-00:12:09.20
P23_02,What did he do with the brush,brush,"put-into,put,clean-with,clean,put","00:23:26.93-00:23:28.21,00:25:51.51-00:25:52.44,00:26:17.31-00:26:20.97,00:26:52.46-00:27:01.22,00:27:31.91-00:27:37.19"
P23_02,What did he do with the cap,cap,"open,close","00:01:29.63-00:01:30.40,00:01:32.60-00:01:33.35"
P23_02,What did he do with the cleaning liquid,liquid:cleaning,take,00:25:34.72-00:25:35.56
P23_02,What did he do with the cloth,cloth,take,00:16:32.13-00:16:34.24
P23_02,What did he do with the coffee machine,machine:coffee,"take,wash,clean,wash,put,put-into","00:25:34.26-00:25:41.92,00:25:40.53-00:25:50.87,00:25:55.53-00:26:07.15,00:26:14.22-00:26:16.13,00:26:36.44-00:26:45.43,00:26:44.85-00:26:51.61"
P23_02,What did he do with the cup,cup,"take,wash,put","00:25:21.15-00:25:23.15,00:25:22.63-00:25:28.03,00:25:36.74-00:25:37.77"
P23_02,What did he do with the curry,curry,"take,put-into,adjust,mix,put,mix,mix,mix,mix,mix,mix,mix,mix,mix,mix,check,mix-in,mix","00:06:54.06-00:06:57.82,00:07:36.50-00:07:39.75,00:08:21.27-00:08:26.63,00:10:10.31-00:10:12.26,00:10:15.88-00:10:26.17,00:10:53.66-00:11:12.34,00:11:51.83-00:11:58.53,00:12:42.04-00:12:54.06,00:13:13.56-00:13:38.32,00:14:05.55-00:14:20.20,00:14:34.34-00:14:39.00,00:16:42.83-00:17:06.92,00:17:53.92-00:17:55.26,00:18:07.08-00:19:27.64,00:19:53.03-00:20:03.01,00:20:02.90-00:20:21.41,00:20:22.28-00:20:49.79,00:21:31.10-00:22:37.27"
P23_02,What did he do with the curry leaf,leaf:curry,remove,00:06:57.92-00:07:01.10
P23_02,What did he do with the door,door,"open,open,open,open,open,close,open","00:06:03.81-00:06:06.84,00:06:22.29-00:06:22.89,00:14:21.51-00:14:25.25,00:15:09.44-00:15:10.32,00:25:33.90-00:25:34.81,00:25:37.61-00:25:38.61,00:26:27.83-00:26:42.44"
P23_02,What did he do with the dust,dust,"put,put,put,put,put","00:01:26.21-00:01:27.62,00:15:25.66-00:15:27.55,00:22:48.69-00:22:58.15,00:23:01.61-00:23:09.56,00:27:13.86-00:27:14.72"
P23_02,What did he do with the dustbin,dustbin,"put-into,put-into","00:01:17.83-00:01:19.58,00:05:59.26-00:06:01.12"
P23_02,What did he do with the egg,egg,"take,open,take,break,put,break,break,take,break,break","00:16:05.85-00:16:08.37,00:16:10.16-00:16:26.87,00:17:06.96-00:17:08.58,00:17:10.03-00:17:13.75,00:17:12.82-00:17:20.67,00:17:22.74-00:17:25.20,00:17:24.33-00:17:27.11,00:19:29.54-00:19:30.55,00:19:30.97-00:19:35.56,00:20:52.10-00:20:53.89"
P23_02,What did he do with the flame,flame,adjust,00:18:01.01-00:18:06.19
P23_02,What did he do with the floor mat,mat:floor,adjust,00:01:03.06-00:01:10.95
P23_02,What did he do with the fridge,fridge,"open,take,close,open","00:06:51.09-00:06:52.20,00:06:52.58-00:06:53.96,00:07:39.68-00:07:41.68,00:16:04.57-00:16:06.26"
P23_02,What did he do with the garlic,garlic,"take,remove,make,remove,remove,watch,remove,cut,cut,cut,take,take,put","00:04:03.73-00:04:04.97,00:04:04.32-00:04:08.88,00:04:08.98-00:04:27.46,00:04:28.11-00:04:31.19,00:04:30.68-00:04:49.57,00:04:55.91-00:05:19.64,00:05:20.11-00:05:53.15,00:08:18.78-00:08:20.87,00:08:27.54-00:08:58.48,00:09:02.12-00:09:13.48,00:09:40.84-00:09:43.10,00:09:44.78-00:09:47.17,00:14:42.70-00:14:48.04"
P23_02,What did he do with the garlic pan,pan:garlic,put-into,00:09:47.42-00:09:48.12
P23_02,What did he do with the gas,gas,"open,switch-on,adjust","00:06:38.35-00:06:41.60,00:06:43.05-00:06:43.55,00:06:47.92-00:06:49.00"
P23_02,What did he do with the hand,hand,"wash,wash,wash,wash,wash,wash,wash","00:06:02.24-00:06:03.05,00:14:28.36-00:14:30.43,00:15:28.92-00:15:30.92,00:17:47.39-00:17:48.93,00:19:47.12-00:19:48.98,00:21:11.32-00:21:15.49,00:22:59.12-00:23:00.06"
P23_02,What did he do with the ingredient,ingredient,remove,00:14:55.08-00:14:57.26
P23_02,What did he do with the jeera,jeera,take,00:07:48.72-00:07:49.72
P23_02,What did he do with the knife,knife,"wash,take","00:27:19.06-00:27:23.02,00:27:23.60-00:27:24.52"
P23_02,What did he do with the mobile,mobile,watch,00:11:25.55-00:11:36.88
P23_02,What did he do with the oil,oil,"take,put","00:06:06.46-00:06:08.32,00:06:23.35-00:06:24.54"
P23_02,What did he do with the onion,onion,"take,cut,cut,remove,put,make,cut,put,put,mix","00:00:02.16-00:00:03.00,00:00:04.13-00:00:07.77,00:00:10.47-00:00:11.51,00:00:13.24-00:00:41.78,00:00:41.16-00:00:41.89,00:02:28.21-00:02:45.13,00:02:53.79-00:03:55.96,00:03:56.06-00:04:02.85,00:10:30.53-00:10:41.70,00:10:41.80-00:10:45.46"
P23_02,What did he do with the onion piece,piece:onion,"take,make,take,make","00:01:37.48-00:01:38.48,00:01:38.99-00:02:05.27,00:02:07.78-00:02:08.52,00:02:10.38-00:02:26.46"
P23_02,What did he do with the only curry,curry:only,"remove,put","00:07:00.06-00:07:32.43,00:07:09.62-00:07:10.45"
P23_02,What did he do with the pan,pan,"put-into,put-into,put-into,put-into,put-into,put-into,put-into,put-into,put-into,put-into","00:06:09.79-00:06:20.52,00:07:50.50-00:08:00.79,00:08:04.37-00:08:13.05,00:09:30.70-00:09:31.57,00:09:33.95-00:09:34.48,00:09:43.67-00:09:44.60,00:17:15.03-00:17:20.53,00:17:25.21-00:17:27.37,00:19:37.73-00:19:39.40,00:20:54.51-00:20:59.03"
P23_02,What did he do with the pepper,pepper,"put,put","00:13:40.43-00:13:50.14,00:14:02.30-00:14:04.05"
P23_02,What did he do with the plastic cover,cover:plastic,put,00:14:48.14-00:14:53.33
P23_02,What did he do with the plate,plate,"take,put-into,wash,take,clean,wash,put,put,take,take,wash,wash,wash","00:01:33.41-00:01:34.41,00:09:26.86-00:09:28.26,00:10:46.80-00:10:51.58,00:12:11.80-00:12:13.13,00:12:18.12-00:12:25.55,00:12:18.70-00:12:34.57,00:12:35.10-00:12:36.24,00:14:39.62-00:14:42.60,00:16:34.34-00:16:37.60,00:23:11.65-00:23:12.86,00:23:15.94-00:23:19.80,00:23:28.31-00:23:41.02,00:23:42.04-00:23:56.39"
P23_02,What did he do with the pot,pot,hang,00:22:42.16-00:22:47.39
P23_02,What did he do with the red chilli,chilli:red,"take,cut,cut","00:09:18.29-00:09:26.74,00:09:29.15-00:09:30.82,00:09:33.08-00:09:34.07"
P23_02,What did he do with the rest,rest,remove,00:05:53.25-00:05:59.38
P23_02,What did he do with the salt,salt,"take,put,put,take,put","00:06:25.55-00:06:27.77,00:12:58.36-00:13:12.13,00:13:12.12-00:13:13.23,00:15:07.76-00:15:08.76,00:15:11.14-00:15:12.50"
P23_02,What did he do with the sink,sink,"wash,clean","00:15:33.59-00:15:42.14,00:15:40.31-00:15:58.83"
P23_02,What did he do with the small pan,pan:small,"take,clean","00:24:25.45-00:24:28.28,00:24:27.81-00:24:30.93"
P23_02,What did he do with the sponge,sponge,take,00:12:15.69-00:12:18.31
P23_02,What did he do with the spoon,spoon,"take,wash,take,clean,put,take,wash","00:09:53.15-00:09:54.65,00:09:54.22-00:10:01.55,00:23:58.00-00:23:58.74,00:23:58.54-00:24:07.07,00:24:22.74-00:24:23.73,00:24:53.15-00:24:55.18,00:24:54.66-00:25:02.43"
P23_02,What did he do with the table,table,"clean,put-on,search-for,search-for,clean,clean","00:01:21.77-00:01:24.77,00:06:28.32-00:06:29.94,00:06:31.34-00:06:36.05,00:06:32.04-00:06:37.06,00:15:18.34-00:15:23.63,00:27:02.89-00:27:13.18"
P23_02,What did he do with the tap,tap,"open,close,open,close,open,close,open,open,open,open,close,open,open,close,clean,open,close,open,open,open,open,open,close","00:06:01.22-00:06:02.13,00:06:02.92-00:06:03.62,00:09:56.09-00:09:57.24,00:10:01.26-00:10:01.77,00:10:46.02-00:10:46.71,00:11:49.95-00:11:51.52,00:11:50.60-00:11:51.18,00:12:25.58-00:12:26.65,00:15:37.17-00:15:37.95,00:17:46.46-00:17:47.51,00:17:49.28-00:17:50.28,00:19:46.00-00:19:47.04,00:21:10.94-00:21:11.64,00:21:15.36-00:21:16.30,00:21:17.77-00:21:31.55,00:22:57.82-00:22:59.02,00:23:00.17-00:23:01.00,00:23:15.44-00:23:16.39,00:23:41.04-00:23:41.94,00:26:07.46-00:26:10.52,00:26:51.67-00:26:52.44,00:27:15.42-00:27:17.50,00:27:38.24-00:27:41.20"
P23_02,What did he do with the top,top,"put-onto,open,close","00:10:50.78-00:10:51.90,00:14:17.00-00:14:28.26,00:14:30.48-00:14:31.37"
P23_02,What did he do with the turmeric powder,powder:turmeric,take,00:08:02.59-00:08:04.29
P23_02,What did he do with the washing liquid,liquid:washing,"put,take","00:12:13.76-00:12:14.83,00:23:26.08-00:23:26.83"
P23_02,What did he do with the waste,waste,"clean,put,put-into","00:01:12.87-00:01:15.87,00:07:41.78-00:07:46.34,00:15:24.29-00:15:28.32"
P23_02,What did he do with the water,water,take,00:15:37.83-00:15:40.21
P23_03,What did he do with the bowl,bowl,take,00:02:58.05-00:02:59.55
P23_03,What did he do with the box,box,"take,put","00:05:24.81-00:05:30.49,00:05:53.00-00:05:54.89"
P23_03,What did he do with the brush,brush,"take,clean-with,clean-with","00:00:17.77-00:00:18.83,00:01:48.39-00:02:01.20,00:02:21.70-00:02:39.05"
P23_03,What did he do with the chair,chair,adjust,00:05:06.38-00:05:08.15
P23_03,What did he do with the door,door,"close,open","00:04:56.46-00:04:59.39,00:05:03.33-00:05:05.83"
P23_03,What did he do with the fridge,fridge,"open,search-for","00:05:19.34-00:05:20.21,00:05:20.15-00:05:24.71"
P23_03,What did he do with the garlic,garlic,take,00:05:54.42-00:06:00.18
P23_03,What did he do with the ginger,ginger,"take,put","00:05:30.59-00:05:32.97,00:05:44.98-00:05:50.73"
P23_03,What did he do with the hand,hand,"clean,wash,wash","00:03:05.36-00:03:08.06,00:04:12.98-00:04:14.73,00:05:16.13-00:05:16.63"
P23_03,What did he do with the knife,knife,"search-for,clean,clean","00:00:00.24-00:00:07.25,00:00:09.53-00:00:28.95,00:00:24.19-00:00:32.69"
P23_03,What did he do with the new plate,plate:new,take,00:01:42.45-00:01:43.81
P23_03,What did he do with the onion,onion,"take,cut,remove,cut","00:03:13.49-00:03:14.25,00:03:14.03-00:03:18.69,00:03:18.58-00:03:39.58,00:04:16.46-00:04:56.36"
P23_03,What did he do with the plate,plate,"take,wash,clean,wash,wash,take,take","00:00:43.36-00:00:44.54,00:00:50.56-00:00:57.07,00:01:00.19-00:01:09.16,00:01:13.54-00:01:40.70,00:01:45.59-00:01:51.16,00:02:19.83-00:02:20.80,00:04:16.48-00:04:17.26"
P23_03,What did he do with the tap,tap,"open,close,open,close,open","00:00:08.35-00:00:09.60,00:00:14.25-00:00:15.25,00:04:12.13-00:04:12.94,00:04:14.47-00:04:15.24,00:05:15.34-00:05:16.13"
P23_03,What did he do with the washing liquid,liquid:washing,"put,put","00:00:21.49-00:00:22.35,00:00:58.48-00:00:59.33"
P23_03,What did he do with the waste,waste,"remove,put","00:03:59.93-00:04:06.68,00:04:05.65-00:04:08.77"
P23_03,What did he do with the water,water,"clean-with,clean-with,remove","00:02:01.14-00:02:18.72,00:02:39.58-00:02:51.23,00:02:59.09-00:03:04.14"
P23_04,What did he do with the bag,bag,"put-into,put-into,put,put-into","00:31:12.47-00:31:15.08,00:31:13.39-00:31:17.89,00:31:15.18-00:31:19.43,00:31:28.15-00:31:32.75"
P23_04,What did he do with the bottle,bottle,close,00:15:49.39-00:15:51.16
P23_04,What did he do with the bowl,bowl,"clean,clean,clean,wash,put","00:25:26.44-00:25:44.67,00:25:43.72-00:25:46.15,00:26:50.96-00:26:56.84,00:27:16.03-00:27:35.28,00:33:17.16-00:33:19.08"
P23_04,What did he do with the brush,brush,"take,take,take","00:22:11.91-00:22:13.06,00:25:46.74-00:25:47.56,00:26:43.13-00:26:43.75"
P23_04,What did he do with the cap,cap,close,00:16:07.11-00:16:08.91
P23_04,What did he do with the chicken,chicken,"take,take,take,put","00:16:33.42-00:16:34.84,00:16:34.05-00:16:46.94,00:23:46.51-00:23:52.12,00:24:00.12-00:24:15.75"
P23_04,What did he do with the chilli powder,powder:chilli,"take,put","00:29:33.02-00:29:34.39,00:29:34.49-00:29:50.90"
P23_04,What did he do with the cloth,cloth,"take,take,take,take,hang","00:23:19.89-00:23:20.89,00:31:26.19-00:31:27.26,00:31:41.20-00:31:43.38,00:34:17.15-00:34:19.18,00:34:18.66-00:34:21.51"
P23_04,What did he do with the coffee machine,machine:coffee,"open,clean,put","00:33:22.85-00:33:25.91,00:33:26.01-00:33:45.50,00:33:49.38-00:33:56.49"
P23_04,What did he do with the cover,cover,take,00:11:46.34-00:11:48.47
P23_04,What did he do with the curry,curry,"take,put,mix,mix,mix,mix,mix,mix,mix,mix-in,mix,mix,cover,put,take,mix-in,mix,mix-in","00:18:39.08-00:18:43.24,00:18:54.92-00:18:56.32,00:18:58.19-00:19:05.25,00:19:50.53-00:20:18.96,00:20:55.80-00:20:59.30,00:21:16.05-00:21:29.57,00:21:42.23-00:21:51.32,00:23:28.62-00:23:45.80,00:24:30.50-00:25:21.82,00:28:28.38-00:28:45.38,00:29:05.77-00:29:32.92,00:29:53.87-00:30:36.95,00:30:40.26-00:30:52.90,00:30:42.12-00:30:50.63,00:30:59.98-00:31:01.42,00:31:52.79-00:32:14.37,00:35:04.40-00:35:28.00,00:36:14.54-00:36:31.18"
P23_04,What did he do with the curry leaf,leaf:curry,take,00:18:17.72-00:18:21.15
P23_04,What did he do with the door,door,"close,open,put-into,close,close","00:16:25.89-00:16:30.38,00:30:53.00-00:30:53.83,00:30:53.31-00:30:58.19,00:30:58.29-00:30:59.79,00:33:19.42-00:33:21.04"
P23_04,What did he do with the dust,dust,put,00:26:04.19-00:26:08.36
P23_04,What did he do with the dustbin,dustbin,"put-into,put-into,put-into","00:02:18.15-00:02:20.40,00:04:25.13-00:04:27.29,00:31:39.67-00:31:41.18"
P23_04,What did he do with the dustpan,dustpan,put-into,00:23:03.58-00:23:06.08
P23_04,What did he do with the fridge,fridge,"open,close,open,put-into,close","00:11:45.13-00:11:46.38,00:12:13.79-00:12:15.66,00:31:03.10-00:31:04.99,00:31:04.63-00:31:07.07,00:31:08.60-00:31:09.44"
P23_04,What did he do with the garlic,garlic,"take,remove,remove-out,cut,put","00:00:00.00-00:00:09.68,00:00:09.78-00:00:30.28,00:00:30.38-00:02:13.43,00:04:56.76-00:07:21.92,00:19:07.47-00:19:13.11"
P23_04,What did he do with the ginger,ginger,"take,cut-into,cut,cut,put,mix,put","00:08:08.24-00:08:08.99,00:08:09.82-00:08:26.95,00:08:23.05-00:08:27.56,00:08:28.71-00:08:31.42,00:12:18.14-00:12:25.64,00:19:09.73-00:19:35.63,00:19:14.34-00:19:17.16"
P23_04,What did he do with the hand,hand,"wash,wash,wash,wash,wash,wash","00:02:25.75-00:02:27.21,00:04:29.49-00:04:30.90,00:11:39.71-00:11:41.84,00:15:01.56-00:15:04.15,00:23:07.20-00:23:11.12,00:24:23.15-00:24:27.35"
P23_04,What did he do with the ingredient,ingredient,put,00:31:27.32-00:31:29.85
P23_04,What did he do with the jeera,jeera,put,00:17:24.03-00:17:35.48
P23_04,What did he do with the knife,knife,"wash,put","00:37:10.22-00:37:17.75,00:37:18.89-00:37:20.09"
P23_04,What did he do with the lighter,lighter,take,00:15:13.02-00:15:13.82
P23_04,What did he do with the masala,masala,"take,put,put,put","00:35:33.84-00:35:36.85,00:35:34.41-00:35:39.45,00:35:46.94-00:35:59.70,00:36:07.74-00:36:11.56"
P23_04,What did he do with the oil,oil,"take,put,take,put,take,put,mix","00:15:35.20-00:15:38.11,00:15:40.56-00:15:49.57,00:15:51.07-00:15:53.59,00:15:59.19-00:16:02.19,00:16:13.29-00:16:16.98,00:16:21.29-00:16:23.94,00:18:11.03-00:18:14.64"
P23_04,What did he do with the onion,onion,"put,put","00:04:42.31-00:04:52.87,00:19:44.21-00:19:48.82"
P23_04,What did he do with the pan,pan,"put,put,put-into,put-into,put-into,put-into,remove","00:15:09.09-00:15:10.60,00:15:24.99-00:15:29.99,00:16:47.04-00:16:58.98,00:17:43.69-00:18:01.91,00:17:44.83-00:17:47.33,00:18:43.14-00:18:53.13,00:31:44.70-00:31:45.64"
P23_04,What did he do with the plastic cover,cover:plastic,"take,take,put","00:31:10.47-00:31:12.04,00:31:10.61-00:31:12.36,00:31:32.85-00:31:34.90"
P23_04,What did he do with the plate,plate,"take,put,take,take,wash,put-into,wash,clean,remove,remove,remove,take,wash,take,clean,clean,wash","00:04:37.84-00:04:38.97,00:19:49.00-00:19:50.83,00:21:52.97-00:21:54.19,00:21:58.89-00:22:01.05,00:22:04.93-00:22:07.72,00:22:08.94-00:22:09.81,00:22:13.66-00:22:21.42,00:22:28.70-00:22:40.50,00:23:16.64-00:23:18.53,00:23:22.00-00:23:24.07,00:28:22.11-00:28:26.27,00:32:20.05-00:32:21.25,00:32:22.38-00:32:27.10,00:32:25.60-00:32:26.71,00:32:28.97-00:32:30.46,00:32:34.96-00:32:45.27,00:32:37.83-00:33:08.06"
P23_04,What did he do with the rack,rack,"open,put-into,put-into,open","00:15:31.59-00:15:34.03,00:16:11.52-00:16:13.00,00:16:26.96-00:16:29.45,00:33:12.00-00:33:13.12"
P23_04,What did he do with the red chilli,chilli:red,"take,take","00:17:37.34-00:17:44.19,00:17:41.06-00:17:43.67"
P23_04,What did he do with the salt,salt,"take,put,put,put","00:28:47.49-00:28:48.77,00:28:51.62-00:28:56.84,00:28:56.94-00:29:02.16,00:30:53.92-00:30:58.94"
P23_04,What did he do with the sink,sink,"wash,clean,wash","00:27:35.51-00:27:44.63,00:27:49.43-00:28:01.43,00:34:25.36-00:34:59.69"
P23_04,What did he do with the spoon,spoon,"take,wash,remove,take,take,take,take","00:17:02.27-00:17:06.95,00:17:07.05-00:17:10.73,00:17:10.94-00:17:20.33,00:20:55.12-00:20:55.92,00:28:48.87-00:28:51.52,00:34:58.84-00:35:04.79,00:36:13.31-00:36:14.44"
P23_04,What did he do with the stove,stove,switch-on,00:15:20.11-00:15:22.98
P23_04,What did he do with the table,table,"clean,clean,clean","00:14:53.60-00:14:59.27,00:22:53.20-00:22:58.75,00:31:35.39-00:31:39.74"
P23_04,What did he do with the tap,tap,"open,close,take-out,remove-out,open,close,open,close,close,open,close,open,open,open,open,remove,open","00:02:24.63-00:02:25.74,00:02:27.10-00:02:28.16,00:02:28.23-00:03:24.07,00:02:35.24-00:02:37.76,00:04:28.57-00:04:29.46,00:04:31.22-00:04:32.08,00:11:39.27-00:11:40.27,00:11:41.73-00:11:42.62,00:12:39.23-00:12:40.29,00:15:00.86-00:15:02.56,00:16:24.04-00:16:26.16,00:22:03.56-00:22:04.55,00:23:06.63-00:23:08.01,00:24:20.85-00:24:22.85,00:27:14.68-00:27:15.97,00:31:46.98-00:31:48.09,00:32:45.37-00:32:46.58"
P23_04,What did he do with the tomato,tomato,"take,take,wash,cut,cut,cut,cut,put","00:11:55.52-00:12:08.19,00:11:56.64-00:12:09.30,00:12:29.60-00:12:39.57,00:12:50.16-00:12:56.87,00:12:58.97-00:13:25.45,00:13:22.77-00:13:50.40,00:13:50.50-00:14:34.45,00:21:07.01-00:21:14.32"
P23_04,What did he do with the tomato plate,plate:tomato,take,00:21:00.45-00:21:02.78
P23_04,What did he do with the top,top,put,00:21:54.66-00:21:56.45
P23_04,What did he do with the washing liquid,liquid:washing,"take,take,take,put,put","00:22:07.99-00:22:08.94,00:26:45.86-00:26:48.86,00:27:42.80-00:27:43.87,00:27:45.83-00:27:49.33,00:32:33.47-00:32:34.22"
P23_04,What did he do with the waste,waste,"take,remove,take,put,remove","00:02:12.12-00:02:17.08,00:04:16.36-00:04:24.45,00:14:52.59-00:14:58.64,00:14:59.37-00:15:00.63,00:22:59.41-00:23:04.38"
P23_04,What did he do with the water level,level:water,adjust,00:26:22.11-00:26:35.30
P24_01,What did he do with the bag,bag,put,00:00:23.84-00:00:24.75
P24_01,What did he do with the banana,banana,"pick-up,put,pick-up,peel,cut,take,throw","00:00:16.50-00:00:23.12,00:00:29.23-00:00:30.52,00:02:13.27-00:02:14.11,00:02:14.21-00:02:28.42,00:02:33.22-00:02:52.19,00:02:52.80-00:02:53.57,00:02:54.80-00:02:57.87"
P24_01,What did he do with the cloth,cloth,"grab,towel","00:04:15.39-00:04:17.15,00:04:16.49-00:04:19.57"
P24_01,What did he do with the coffee,coffee,"grab,put,put-down,check,check,check,check,stir,pour","00:04:20.26-00:04:23.66,00:04:27.97-00:04:41.83,00:05:23.00-00:05:34.94,00:07:49.49-00:07:58.63,00:09:30.85-00:09:37.77,00:10:04.19-00:10:06.60,00:10:06.25-00:10:24.28,00:11:37.95-00:11:39.44,00:11:48.92-00:11:51.69"
P24_01,What did he do with the coffee cup,cup:coffee,"pick-up,pick-up,put-down","00:07:37.25-00:07:39.23,00:11:10.14-00:11:13.21,00:11:11.81-00:11:15.23"
P24_01,What did he do with the coffee maker,maker:coffee,"clean,rinse,close,rinse,squeeze,put","00:03:39.92-00:03:49.97,00:03:52.15-00:04:05.31,00:05:50.17-00:05:58.94,00:06:03.52-00:06:05.10,00:06:35.56-00:06:37.94,00:06:38.04-00:06:39.92"
P24_01,What did he do with the coffee pot,pot:coffee,"take,empty,rinse,open,rinse,fill,check,pick-up,put-down","00:02:59.29-00:03:00.41,00:03:02.68-00:03:07.56,00:03:04.64-00:03:18.58,00:03:24.74-00:03:28.98,00:03:30.00-00:03:35.13,00:03:35.18-00:03:36.65,00:07:29.97-00:07:32.08,00:11:45.19-00:11:48.82,00:11:55.44-00:11:56.71"
P24_01,What did he do with the coffee spill,spill:coffee,"check,check,check","00:08:37.06-00:08:39.51,00:08:47.02-00:08:52.70,00:09:07.00-00:09:11.32"
P24_01,What did he do with the cooker,cooker,turn-off,00:11:19.50-00:11:28.04
P24_01,What did he do with the cooker heat,heat:cooker,"lower,check","00:10:34.26-00:10:44.09,00:10:50.30-00:10:52.43"
P24_01,What did he do with the cookie,cookie,"pick-up,eat","00:09:19.06-00:09:19.81,00:09:22.39-00:09:28.34"
P24_01,What did he do with the cup,cup,put-down,00:07:45.14-00:07:45.88
P24_01,What did he do with the dish,dish,"take,put,open","00:06:57.79-00:07:02.15,00:07:02.82-00:07:04.10,00:07:05.64-00:07:07.54"
P24_01,What did he do with the dish cloth,cloth:dish,pick-up,00:08:30.57-00:08:32.00
P24_01,What did he do with the door,door,"close,open,close,open,close,open,close","00:00:39.19-00:00:40.65,00:07:34.72-00:07:35.92,00:07:39.36-00:07:42.00,00:08:26.40-00:08:27.33,00:08:28.76-00:08:29.55,00:11:33.29-00:11:34.03,00:11:35.71-00:11:36.65"
P24_01,What did he do with the drawer,drawer,"open,close","00:00:15.81-00:00:16.79,00:00:25.17-00:00:26.39"
P24_01,What did he do with the fork,fork,"pick-up,put","00:07:08.22-00:07:20.27,00:07:25.06-00:07:25.66"
P24_01,What did he do with the fridge,fridge,"open,close,close,open,close","00:00:02.25-00:00:03.56,00:00:27.23-00:00:28.52,00:02:09.41-00:02:11.35,00:09:15.85-00:09:16.90,00:09:19.81-00:09:21.66"
P24_01,What did he do with the hand,hand,"rinse,rinse,dry,dry,rinse,rinse,dry","00:05:38.59-00:05:43.11,00:06:00.42-00:06:02.02,00:06:28.59-00:06:34.30,00:08:31.91-00:08:35.68,00:09:46.12-00:09:47.62,00:09:54.54-00:09:55.60,00:09:58.94-00:10:04.09"
P24_01,What did he do with the knife,knife,"pick-up,put,wash,rinse,put-down","00:00:37.23-00:00:39.04,00:06:14.73-00:06:15.88,00:08:11.77-00:08:16.31,00:08:17.25-00:08:23.37,00:08:27.22-00:08:28.87"
P24_01,What did he do with the liquid,liquid,pour-up,00:08:05.03-00:08:09.60
P24_01,What did he do with the melon,melon,"pick-up,cut,peel,throw,cut,pick-up,put","00:00:05.42-00:00:07.75,00:00:42.28-00:01:01.17,00:01:08.42-00:01:20.73,00:01:28.87-00:01:33.11,00:01:38.54-00:01:54.87,00:01:59.07-00:02:01.51,00:02:06.00-00:02:09.19"
P24_01,What did he do with the plate,plate,"pick-up,move","00:00:33.55-00:00:34.99,00:03:10.29-00:03:11.72"
P24_01,What did he do with the sink,sink,"clean,clean","00:06:07.01-00:06:14.63,00:09:47.57-00:09:54.18"
P24_01,What did he do with the sponge,sponge,rinse,00:08:00.12-00:08:04.87
P24_01,What did he do with the stove,stove,turn-on,00:06:39.69-00:06:42.35
P24_01,What did he do with the tap,tap,"turn-off,open","00:08:23.42-00:08:24.71,00:09:44.79-00:09:46.28"
P24_01,What did he do with the teaspoon,teaspoon,"pick-up,put-down","00:11:34.13-00:11:35.65,00:11:58.64-00:12:01.61"
P24_02,What did he do with the bag,bag,put-down,00:05:23.94-00:05:27.19
P24_02,What did he do with the bottle,bottle,move,00:03:41.33-00:03:43.12
