video_id,question_about_nouns,verb,answer,time,frames
P29_01,What all does he turn-down,turn-down,"heat,heat","00:16:13.70-00:16:15.77,00:22:03.48-00:22:04.91","58422-58546,79408-79494"
P29_01,What all does he turn-off,turn-off,"tap,tap","00:12:44.34-00:12:45.17,00:16:02.37-00:16:03.42","45860-45910,57742-57805"
P29_01,What all does he turn-on,turn-on,"hob,tap,hob","00:05:42.12-00:05:44.90,00:15:58.95-00:16:00.03,00:21:59.66-00:22:01.40","20527-20694,57537-57601,79179-79284"
P29_01,What all does he turn-up,turn-up,heat,00:16:48.63-00:16:49.66,60517-60579
P29_01,What all does he video,video,"coffee,coffee,coffee,coffee","00:00:56.43-00:00:57.78,00:00:57.88-00:00:59.28,00:01:05.40-00:01:06.09,00:01:06.19-00:01:06.94","3385-3466,3472-3556,3924-3965,3971-4016"
P29_01,What all does he wash,wash,hand,00:12:21.21-00:12:23.18,44472-44590
P29_02,What all does he close,close,drawer,00:02:21.60-00:02:22.54,8496-8552
P29_02,What all does he dry,dry,finger,00:03:08.80-00:03:10.05,11328-11403
P29_02,What all does he end,end,finger,00:03:12.77-00:03:13.42,11566-11605
P29_02,What all does he move,move,fork,00:00:52.95-00:00:55.42,3177-3325
P29_02,What all does he open,open,"fridge,drawer,yoghurt","00:00:23.27-00:00:25.19,00:02:17.91-00:02:19.91,00:02:23.31-00:02:24.91","1396-1511,8274-8394,8598-8694"
P29_02,What all does he peel-back,peel-back,lid,00:02:25.01-00:02:27.51,8700-8850
P29_02,What all does he pick-up,pick-up,"oven glove,pan,spatula,yoghurt,spatula,fork,spoon,yoghurt,pick yoghurt,towel","00:00:00.90-00:00:03.53,00:00:05.76-00:00:07.27,00:00:12.43-00:00:13.46,00:00:25.98-00:00:26.75,00:00:49.78-00:00:52.70,00:02:07.12-00:02:08.29,00:02:20.01-00:02:21.10,00:02:22.21-00:02:23.21,00:02:55.75-00:03:02.48,00:03:07.94-00:03:08.70","54-211,345-436,745-807,1558-1605,2986-3162,7627-7697,8400-8466,8532-8592,10545-10948,11276-11322"
P29_02,What all does he press,press,food,00:01:34.62-00:01:36.36,5677-5781
P29_02,What all does he put,put,"food,food,food,food,food,food,oven,fork,fork,spatula,yoghurt,yoghurt,yoghurt,yoghurt,yoghurt,yoghurt,yoghurt,lid,pot","00:01:00.55-00:01:02.55,00:01:05.11-00:01:08.30,00:01:11.70-00:01:14.45,00:01:19.46-00:01:22.44,00:01:31.70-00:01:34.70,00:02:01.79-00:02:03.56,00:02:04.02-00:02:05.73,00:02:07.11-00:02:12.86,00:02:07.81-00:02:12.96,00:02:14.77-00:02:16.92,00:02:31.07-00:02:32.60,00:02:34.70-00:02:35.39,00:02:37.53-00:02:38.23,00:02:38.82-00:02:41.98,00:02:40.37-00:02:41.06,00:02:41.13-00:02:54.54,00:02:44.03-00:02:45.08,00:03:00.52-00:03:02.59,00:03:02.76-00:03:04.19","3633-3753,3906-4098,4302-4467,4767-4946,5502-5682,7307-7413,7441-7543,7626-7971,7668-7977,8086-8215,9064-9156,9282-9323,9451-9493,9529-9718,9622-9663,9667-10472,9841-9904,10831-10955,10965-11051"
P29_02,What all does he put-down,put-down,"pan,yoghurt,spatula","00:00:07.43-00:00:08.91,00:00:27.81-00:00:28.44,00:00:42.82-00:00:44.35","445-534,1668-1706,2569-2661"
P29_02,What all does he put-on,put-on,"oven glove,plate,plate","00:00:03.46-00:00:05.05,00:01:42.47-00:01:43.58,00:01:50.24-00:01:53.41","207-303,6148-6214,6614-6804"
P29_02,What all does he rinse,rinse,finger,00:03:04.10-00:03:06.83,11046-11209
P29_02,What all does he scoop,scoop,"food,food,food,food,food,food,food,yoghurt,yoghurt,yoghurt,yoghurt,yoghurt,yoghurt","00:00:56.70-00:00:59.70,00:01:03.15-00:01:04.90,00:01:08.85-00:01:11.35,00:01:15.90-00:01:19.65,00:01:24.35-00:01:30.85,00:01:37.03-00:01:41.01,00:01:47.07-00:01:50.14,00:02:29.33-00:02:30.47,00:02:33.02-00:02:34.20,00:02:36.16-00:02:37.46,00:02:37.79-00:02:39.76,00:02:38.58-00:02:40.09,00:02:42.09-00:02:43.71","3402-3582,3789-3894,4131-4281,4554-4779,5061-5451,5821-6060,6424-6608,8959-9028,9181-9252,9369-9447,9467-9585,9514-9605,9725-9822"
P29_02,What all does he scrape,scrape,"pan,pan,food","00:01:53.51-00:01:57.69,00:01:56.88-00:01:59.83,00:02:05.86-00:02:11.51","6810-7061,7012-7189,7551-7890"
P29_02,What all does he stir,stir,"ingredient,ingredient,ingredient,ingredient,ingredient,ingredient,ingredient","00:00:13.85-00:00:22.06,00:00:14.59-00:00:22.20,00:00:18.88-00:00:22.32,00:00:29.87-00:00:31.68,00:00:32.12-00:00:35.41,00:00:32.89-00:00:42.26,00:00:33.44-00:00:42.22","831-1323,875-1332,1132-1339,1792-1900,1927-2124,1973-2535,2006-2533"
P29_02,What all does he turn-down,turn-down,oven heat,00:00:10.42-00:00:11.46,625-687
P29_03,What all does he adjust,adjust,"mug,tray,ladle,fork,tray,coffee machine","00:00:47.60-00:01:00.19,00:06:27.81-00:06:28.73,00:06:48.64-00:06:52.71,00:08:01.77-00:08:06.07,00:08:35.06-00:08:36.24,00:28:05.85-00:28:08.42","2856-3611,23268-23323,24518-24762,28906-29164,30903-30974,101151-101305"
P29_03,What all does he bake,bake,bowl,00:09:49.22-00:09:50.65,35353-35439
P29_03,What all does he check,check,"time,water,water temperature,time","00:08:50.30-00:08:52.31,00:10:22.35-00:10:25.17,00:10:33.58-00:10:35.87,00:26:38.79-00:26:44.90","31817-31938,37341-37510,38014-38152,95927-96294"
P29_03,What all does he clean,clean,"sink,knife,knife,teapot part,teapot lid,teapot part,cafetiere,cafetiere","00:10:05.89-00:10:08.33,00:20:12.62-00:20:15.88,00:20:24.05-00:20:28.68,00:22:09.29-00:22:12.71,00:22:09.75-00:22:13.08,00:22:17.33-00:22:23.96,00:28:55.00-00:29:02.85,00:32:16.32-00:32:23.30","36353-36499,72757-72952,73443-73720,79757-79962,79785-79984,80239-80637,104100-104571,116179-116598"
P29_03,What all does he close,close,"cupboard,refrigerator door,drawer,drawer","00:02:10.44-00:02:13.96,00:02:46.17-00:02:47.56,00:08:30.72-00:08:31.80,00:08:37.29-00:08:38.29","7826-8037,9970-10053,30643-30708,31037-31097"
P29_03,What all does he drain,drain,baking tray,00:09:53.00-00:09:57.77,35580-35866
P29_03,What all does he dry,dry,"baking tray,baking tray,lid","00:23:44.89-00:24:02.80,00:23:45.78-00:24:01.62,00:30:26.07-00:30:37.95","85493-86568,85546-86497,109564-110277"
P29_03,What all does he empty,empty,"jug,bowl,bowl","00:09:19.05-00:09:21.97,00:15:47.43-00:15:50.63,00:29:14.00-00:29:17.09","33543-33718,56845-57037,105240-105425"
P29_03,What all does he end-of,end-of,glove,00:34:32.99-00:34:34.49,124379-124469
P29_03,What all does he fill,fill,pan,00:25:05.46-00:25:12.74,90327-90764
P29_03,What all does he hang-up,hang-up,"mug,mug","00:00:28.46-00:00:31.35,00:00:34.78-00:00:37.19","1707-1881,2086-2231"
P29_03,What all does he insert,insert,plug,00:10:36.84-00:10:39.24,38210-38354
P29_03,What all does he inspect,inspect,"teapot pot,bread,plug,grinder","00:22:32.32-00:22:44.62,00:27:21.78-00:27:25.41,00:27:32.29-00:27:33.56,00:27:39.60-00:27:41.83","81139-81877,98506-98724,99137-99213,99576-99709"
P29_03,What all does he move,move,"glass,bin,pan,pan,pan,plate,tin,tin,bowl,tap,wire,bread,kettle,wire,wire","00:00:22.73-00:00:24.54,00:02:19.92-00:02:23.24,00:04:01.86-00:04:05.08,00:04:05.18-00:04:07.88,00:04:09.99-00:04:13.03,00:04:17.12-00:04:19.62,00:06:31.80-00:06:33.88,00:08:38.10-00:08:39.64,00:09:37.95-00:09:40.20,00:10:45.01-00:10:46.91,00:26:59.61-00:27:11.44,00:27:15.43-00:27:17.06,00:27:44.23-00:27:46.72,00:28:00.39-00:28:02.42,00:28:02.52-00:28:05.75","1363-1472,8395-8594,14511-14704,14710-14872,14999-15181,15427-15577,23508-23632,31086-31178,34677-34812,38700-38814,97176-97886,98125-98223,99853-100003,100823-100945,100951-101145"
P29_03,What all does he open,open,"cupboard,cupboard,refrigerator,cupboard,cupboard,drawer","00:00:10.93-00:00:11.98,00:01:05.69-00:01:06.79,00:02:42.13-00:02:44.02,00:04:00.01-00:04:00.98,00:06:11.57-00:06:12.57,00:08:33.62-00:08:35.21","655-718,3941-4007,9727-9841,14400-14458,22294-22354,30817-30912"
P29_03,What all does he pick-up,pick-up,"mug,mug,mug,mug,mug,mug,glass,mug,glass,glass,glass,glass,glass,glass,bottle,sponge,pea,knife,bread,oven mitt,bottle,bag,lime,spray,bin,plate,pan,plate,plate,plate,chopper lid,plate,bowl,frying pan,frying pan,saucepan,saucepan,pan,laundry liquid,fork,spatula,spoon,ladle,spatula,spatula,spatula,knife,spoon,spoon,spoon,spoon,spoon,fork,fork,fork,fork,fork,fork,fork,fork,knife,knife,knife,knife,knife,knife,spoon,whisk,teaspoon,plate,glove,glove,jug,bowl,tin,bowl,liquid,plate,baking tray,bowl,bowl,bowl,bowl,bowl,bowl,plate,grater,bowl,bowl,baking tray,bowl,bowl,knife,fork,fork,fork,knife,tin,tin,sponge,jug,blender,plate,plate,plate,knife,spoon,knife,spoon,lid,spatula,liquid,knife,spoon,spoon,teapot,teapot part,cafetiere,baking tray,spatula,spatula,baking tray,pan,pan,teapot,masher,pan,masher,bowl,chopping board,phone,bread,kettle,plug,plug,blender,scale,cap,bowl,detergent,lid,pan,detergent,cafetiere,cafetiere,wok","00:00:08.31-00:00:10.20,00:00:17.34-00:00:19.46,00:00:26.09-00:00:27.32,00:00:32.97-00:00:33.98,00:00:38.91-00:00:40.43,00:01:01.45-00:01:03.03,00:01:11.88-00:01:14.18,00:01:17.49-00:01:20.12,00:01:28.23-00:01:29.19,00:01:34.89-00:01:35.84,00:01:41.55-00:01:43.23,00:01:48.19-00:01:49.91,00:01:55.74-00:01:57.15,00:02:02.25-00:02:03.76,00:02:14.68-00:02:15.81,00:02:26.80-00:02:28.13,00:02:38.12-00:02:41.95,00:02:48.65-00:02:50.60,00:02:51.42-00:02:52.42,00:03:06.79-00:03:09.03,00:03:18.00-00:03:20.42,00:03:23.16-00:03:23.71,00:03:31.10-00:03:33.31,00:03:41.08-00:03:42.09,00:03:47.24-00:03:48.58,00:03:55.81-00:03:58.21,00:04:10.15-00:04:14.40,00:04:26.86-00:04:27.49,00:04:37.44-00:04:39.78,00:04:46.09-00:04:47.04,00:04:54.22-00:04:56.09,00:05:00.00-00:05:03.22,00:05:26.63-00:05:28.38,00:05:32.87-00:05:37.17,00:05:37.81-00:05:38.90,00:05:50.84-00:05:52.74,00:05:53.05-00:05:54.86,00:06:04.83-00:06:07.23,00:06:20.85-00:06:22.48,00:06:27.04-00:06:32.11,00:06:29.37-00:06:31.11,00:06:33.98-00:06:35.55,00:06:36.09-00:06:38.60,00:06:39.52-00:06:42.15,00:06:42.25-00:06:43.51,00:07:01.04-00:07:04.36,00:07:11.56-00:07:15.33,00:07:22.71-00:07:24.42,00:07:23.13-00:07:28.52,00:07:24.52-00:07:25.61,00:07:25.71-00:07:26.66,00:07:26.94-00:07:28.35,00:07:43.54-00:07:45.67,00:07:46.65-00:07:47.90,00:07:47.74-00:07:49.78,00:07:49.75-00:07:59.21,00:07:49.88-00:07:50.89,00:07:51.70-00:07:52.95,00:07:52.71-00:07:55.16,00:07:55.06-00:07:56.71,00:08:06.89-00:08:07.86,00:08:07.86-00:08:08.90,00:08:09.02-00:08:10.29,00:08:10.39-00:08:12.01,00:08:11.88-00:08:13.78,00:08:14.40-00:08:15.50,00:08:18.71-00:08:21.37,00:08:23.15-00:08:24.90,00:08:26.85-00:08:28.35,00:08:40.90-00:08:42.55,00:08:59.69-00:09:01.40,00:09:05.07-00:09:12.07,00:09:18.03-00:09:18.95,00:09:26.89-00:09:29.68,00:09:32.01-00:09:33.29,00:09:44.53-00:09:45.95,00:10:39.39-00:10:40.54,00:10:59.56-00:11:00.34,00:11:23.11-00:11:25.92,00:11:27.35-00:11:28.38,00:11:31.39-00:11:33.52,00:11:47.01-00:11:50.20,00:12:12.74-00:12:15.35,00:12:15.31-00:12:19.09,00:12:19.19-00:12:21.19,00:12:40.87-00:12:41.64,00:12:55.12-00:12:55.70,00:13:59.32-00:14:01.84,00:14:25.96-00:14:27.61,00:14:33.21-00:14:35.48,00:14:54.84-00:14:55.84,00:15:27.41-00:15:29.33,00:16:10.26-00:16:12.24,00:16:24.50-00:16:25.75,00:16:33.97-00:16:34.95,00:16:34.47-00:16:35.23,00:16:41.94-00:16:42.67,00:17:01.51-00:17:02.50,00:17:23.81-00:17:25.37,00:17:33.07-00:17:34.16,00:17:49.77-00:17:51.30,00:18:07.67-00:18:08.43,00:18:32.28-00:18:34.22,00:18:56.78-00:18:57.63,00:19:09.41-00:19:13.79,00:19:39.26-00:19:41.87,00:19:43.33-00:19:44.20,00:19:47.30-00:19:48.42,00:19:50.25-00:19:53.05,00:19:55.63-00:19:57.66,00:19:57.08-00:19:58.19,00:20:05.24-00:20:07.16,00:20:24.00-00:20:25.00,00:20:32.71-00:20:34.12,00:21:19.98-00:21:21.19,00:21:38.80-00:21:39.93,00:22:15.54-00:22:16.54,00:22:46.53-00:22:47.94,00:22:48.23-00:22:49.75,00:23:09.72-00:23:10.61,00:23:16.32-00:23:20.38,00:23:20.93-00:23:22.74,00:24:25.47-00:24:28.66,00:24:44.15-00:24:48.06,00:24:48.10-00:24:50.90,00:24:56.50-00:24:57.36,00:25:00.91-00:25:02.60,00:25:25.07-00:25:26.80,00:25:37.26-00:25:40.56,00:26:09.15-00:26:10.44,00:26:49.25-00:26:52.78,00:27:20.67-00:27:21.68,00:27:27.32-00:27:28.48,00:27:29.82-00:27:30.81,00:27:47.21-00:27:49.20,00:27:52.33-00:27:53.24,00:28:08.52-00:28:09.71,00:28:23.58-00:28:24.97,00:29:12.06-00:29:13.90,00:29:21.86-00:29:23.24,00:30:08.02-00:30:09.82,00:30:44.62-00:30:47.61,00:31:16.39-00:31:17.48,00:32:10.69-00:32:11.79,00:32:29.68-00:32:31.26,00:32:49.92-00:32:52.92","498-612,1040-1167,1565-1639,1978-2038,2334-2425,3687-3781,4312-4450,4649-4807,5293-5351,5693-5750,6093-6193,6491-6594,6944-7029,7335-7425,8080-8148,8808-8887,9487-9717,10119-10236,10285-10345,11207-11341,11880-12025,12189-12222,12666-12798,13264-13325,13634-13714,14148-14292,15009-15264,16011-16049,16646-16786,17165-17222,17653-17765,18000-18193,19597-19702,19972-20230,20268-20334,21050-21164,21183-21291,21889-22033,22851-22948,23222-23526,23362-23466,23638-23733,23765-23916,23971-24129,24135-24210,25262-25461,25893-26119,26562-26665,26587-26911,26671-26736,26742-26799,26816-26901,27812-27940,27999-28074,28064-28186,28185-28752,28192-28253,28302-28377,28362-28509,28503-28602,29213-29271,29271-29334,29341-29417,29423-29520,29512-29626,29664-29730,29922-30082,30189-30294,30411-30501,31254-31352,32381-32484,32704-33124,33481-33537,34013-34180,34320-34397,35071-35157,38363-38432,39573-39620,40986-41155,41241-41302,41483-41611,42420-42612,43964-44121,44118-44345,44351-44471,45652-45698,46507-46542,50359-50510,51957-52056,52392-52528,53690-53750,55644-55759,58215-58334,59070-59145,59638-59697,59668-59713,60116-60160,61290-61350,62628-62722,63184-63249,64186-64278,65260-65305,66736-66853,68206-68257,68964-69227,70755-70912,70999-71052,71238-71305,71415-71583,71737-71859,71824-71891,72314-72429,73440-73500,73962-74047,76798-76871,77928-77995,80132-80192,81991-82076,82093-82185,83383-83436,83779-84022,84055-84164,87928-88119,89049-89283,89286-89454,89790-89841,90054-90156,91504-91608,92235-92433,94149-94226,96555-96766,98440-98500,98839-98908,98989-99048,100032-100152,100339-100394,101311-101382,102214-102298,105123-105234,105711-105794,108481-108589,110677-110856,112583-112648,115841-115907,116980-117075,118195-118375"
P29_03,What all does he place,place,"pea,utensil,spoon,teaspoon,knife,tap,top","00:02:43.64-00:02:46.07,00:06:46.30-00:06:49.63,00:07:30.10-00:07:34.10,00:07:34.05-00:07:36.76,00:08:16.19-00:08:18.38,00:32:04.27-00:32:11.01,00:32:26.56-00:32:28.91","9818-9964,24378-24577,27006-27246,27243-27405,29771-29902,115456-115860,116793-116934"
P29_03,What all does he place-down,place-down,watch,00:08:55.75-00:08:58.06,32145-32283
P29_03,What all does he place-into,place-into,sink,00:32:54.42-00:32:56.01,118465-118560
P29_03,What all does he place-on,place-on,top,00:34:14.34-00:34:16.84,123260-123410
P29_03,What all does he plug-in,plug-in,"plug,plug,grinder,plug","00:27:33.66-00:27:34.78,00:27:34.88-00:27:37.51,00:27:42.15-00:27:43.67,00:27:50.23-00:27:50.98","99219-99286,99292-99450,99729-99820,100213-100258"
P29_03,What all does he pour,pour,bowl,00:09:38.23-00:09:44.43,34693-35065
P29_03,What all does he pour-into,pour-into,sink,00:33:53.73-00:33:55.41,122023-122124
P29_03,What all does he pull,pull,"plug,plug","00:19:27.75-00:19:29.50,00:26:31.04-00:26:33.98","70065-70170,95462-95638"
P29_03,What all does he put,put,"bottle,sponge,bread,bread,oven mitt,bag,plate,frying pan,ladle,ladle,utensil,knife,scissors,fork,spoon,whisk,teaspoon,peeler,plate,plate,bowl,bowl,bowl,plate,grater,bowl,bowl,bowl,baking tray,bowl,bowl,bowl,tin,tin,jug,jug,blender,plate,plate,knife,spoon,knife,spoon,spatula,knife,knife,spoon,spatula,spoon,plug,washing liquid,teapot,teapot lid,teapot part,teapot pot,teapot pot,cafetiere,baking tray,spatula,baking tray,chopping board,pan,pan,teapot,pan,masher,bowl,chopping board,watch,phone,whisk,bread,blender,scale,cafetiere top,bowl,pan,cafetiere,detergent,glove","00:02:17.80-00:02:19.53,00:02:29.16-00:02:32.41,00:02:52.71-00:02:57.53,00:02:56.99-00:03:01.54,00:03:10.23-00:03:12.24,00:03:26.23-00:03:29.55,00:04:23.92-00:04:25.73,00:05:43.68-00:05:48.13,00:06:51.52-00:06:54.32,00:06:53.08-00:06:59.00,00:07:05.18-00:07:09.84,00:07:17.06-00:07:19.69,00:07:19.79-00:07:21.32,00:07:59.39-00:08:00.90,00:08:21.55-00:08:23.32,00:08:24.99-00:08:26.49,00:08:28.40-00:08:29.54,00:08:32.50-00:08:33.52,00:11:01.17-00:11:03.51,00:11:14.53-00:11:16.92,00:11:44.45-00:11:47.23,00:12:09.87-00:12:12.25,00:12:37.02-00:12:38.22,00:12:50.81-00:12:51.33,00:13:13.40-00:13:15.28,00:13:35.87-00:13:37.44,00:13:56.44-00:13:58.05,00:14:23.92-00:14:25.58,00:14:51.79-00:14:53.51,00:15:23.56-00:15:24.83,00:15:43.23-00:15:44.81,00:16:05.88-00:16:08.41,00:17:18.11-00:17:21.95,00:17:38.32-00:17:46.31,00:17:52.82-00:17:53.65,00:18:04.88-00:18:07.00,00:18:28.57-00:18:30.57,00:18:51.43-00:18:56.14,00:19:19.69-00:19:22.53,00:19:41.03-00:19:42.40,00:19:44.08-00:19:46.22,00:19:48.45-00:19:50.51,00:19:54.06-00:19:54.73,00:19:59.72-00:20:02.15,00:20:20.55-00:20:23.64,00:20:31.52-00:20:32.80,00:20:48.50-00:20:49.99,00:21:17.58-00:21:19.66,00:21:24.51-00:21:25.82,00:21:28.72-00:21:31.68,00:21:33.03-00:21:34.67,00:21:59.23-00:22:01.18,00:22:06.86-00:22:09.19,00:22:12.94-00:22:13.69,00:22:28.92-00:22:29.63,00:22:44.72-00:22:46.51,00:22:45.31-00:22:48.46,00:23:06.74-00:23:08.79,00:23:10.89-00:23:19.94,00:24:00.88-00:24:05.97,00:24:19.76-00:24:23.74,00:24:43.10-00:24:46.70,00:24:43.15-00:24:52.05,00:24:51.96-00:24:53.79,00:25:22.78-00:25:24.12,00:25:32.91-00:25:34.46,00:25:59.14-00:26:01.49,00:26:25.99-00:26:27.78,00:26:45.63-00:26:48.39,00:26:50.16-00:26:56.29,00:27:17.64-00:27:20.85,00:27:25.46-00:27:27.04,00:27:55.81-00:27:59.38,00:28:10.39-00:28:12.65,00:29:06.88-00:29:08.86,00:30:01.27-00:30:06.52,00:30:47.71-00:30:50.41,00:32:45.80-00:32:47.02,00:33:00.17-00:33:01.42,00:34:30.64-00:34:31.64","8268-8371,8949-9144,10362-10651,10619-10892,11413-11534,12373-12573,15835-15943,20620-20887,24691-24859,24784-25140,25510-25790,26223-26381,26387-26479,28763-28854,30093-30199,30299-30389,30504-30572,30750-30811,39670-39810,40471-40615,42267-42433,43792-43935,45421-45493,46248-46279,47604-47716,48952-49046,50186-50283,51835-51934,53507-53610,55413-55489,56593-56688,57952-58104,62286-62517,63499-63978,64369-64419,65092-65220,66514-66634,67885-68168,69581-69751,70861-70944,71044-71173,71307-71430,71643-71683,71983-72129,73233-73418,73891-73968,74910-74999,76654-76779,77070-77149,77323-77500,77581-77680,79153-79270,79611-79751,79976-80021,80935-80977,81883-81990,81918-82107,83204-83327,83453-83996,86452-86758,87585-87824,88986-89202,88989-89523,89517-89627,91366-91447,91974-92067,93548-93689,95159-95266,96337-96503,96609-96977,98258-98451,98727-98822,100548-100762,101423-101559,104812-104931,108076-108391,110862-111024,117948-118021,118810-118885,124238-124298"
P29_03,What all does he put-away,put-away,pan,00:06:12.59-00:06:15.21,22355-22512
P29_03,What all does he put-down,put-down,"phone,mug,mug,mug,mug,glass,mug,glass,glass,glass,glass,glass,glass,bottle,lime,spray,bin,pan,plate,pan,plate,plate,plate,chopper lid,plate,plate,bowl,plate,jug,bowl,tin,bowl,baking tray,brush,bowl,fork,fork,knife,lid,wok,lid","00:00:03.21-00:00:06.31,00:00:13.42-00:00:14.84,00:00:18.21-00:00:20.52,00:00:42.53-00:00:44.03,00:01:06.89-00:01:10.53,00:01:15.78-00:01:16.72,00:01:20.23-00:01:24.96,00:01:30.82-00:01:32.94,00:01:36.77-00:01:39.37,00:01:44.04-00:01:45.53,00:01:52.25-00:01:54.26,00:01:58.71-00:02:00.55,00:02:06.38-00:02:08.34,00:03:19.53-00:03:20.33,00:03:33.41-00:03:35.05,00:03:42.01-00:03:43.72,00:03:48.41-00:03:50.01,00:04:15.09-00:04:16.72,00:04:19.72-00:04:22.14,00:04:23.09-00:04:23.82,00:04:33.16-00:04:35.30,00:04:41.59-00:04:44.40,00:04:49.35-00:04:52.83,00:04:56.46-00:04:58.88,00:05:03.19-00:05:06.43,00:05:07.40-00:05:12.43,00:05:27.60-00:05:30.45,00:08:42.43-00:08:44.25,00:09:23.03-00:09:24.07,00:09:29.78-00:09:31.91,00:09:35.19-00:09:37.06,00:09:47.77-00:09:49.14,00:09:50.22-00:09:54.31,00:10:18.84-00:10:21.34,00:14:27.71-00:14:29.55,00:16:33.04-00:16:34.14,00:16:40.94-00:16:41.83,00:16:48.19-00:16:49.41,00:19:58.28-00:19:59.89,00:26:06.93-00:26:08.76,00:30:38.05-00:30:42.27","192-378,805-890,1092-1231,2551-2641,4013-4231,4546-4603,4813-5097,5449-5576,5806-5962,6242-6331,6735-6855,7122-7233,7582-7700,11971-12019,12804-12903,13320-13423,13704-13800,15305-15403,15583-15728,15785-15829,16389-16518,16895-17064,17361-17569,17787-17932,18191-18385,18444-18745,19656-19827,31345-31455,33781-33844,34186-34314,34511-34623,35266-35348,35413-35658,37130-37280,52062-52173,59582-59648,60056-60109,60491-60564,71896-71993,94015-94125,110283-110536"
P29_03,What all does he put-on,put-on,"glove,glove","00:09:02.59-00:09:11.96,00:09:02.88-00:09:04.72","32555-33117,32572-32683"
P29_03,What all does he put-up,put-up,"liquid,chopping board","00:10:42.80-00:10:44.87,00:24:08.73-00:24:10.88","38568-38692,86923-87052"
P29_03,What all does he remove,remove,"watch,plug,top,glove,glove","00:08:52.78-00:08:55.80,00:27:30.75-00:27:32.23,00:28:52.29-00:28:55.16,00:34:18.44-00:34:23.54,00:34:25.04-00:34:30.18","31966-32147,99045-99133,103937-104109,123506-123812,123902-124210"
P29_03,What all does he rinse,rinse,"bowl,plate,plate,grater,bowl,baking tray,bowl,bowl,blender,knife,knife,knife,spoon,spatula,spatula,teapot,sponge,teapot pot,baking tray,baking tray,baking tray,bowl,hand,hand,cafetiere,cafetiere,cafetiere,cafetiere,wok,wok","00:11:37.90-00:11:44.35,00:12:49.44-00:12:50.34,00:12:49.77-00:12:50.32,00:13:07.55-00:13:12.20,00:14:20.21-00:14:23.88,00:14:44.49-00:14:50.80,00:15:07.44-00:15:09.92,00:15:15.68-00:15:22.31,00:18:22.65-00:18:25.81,00:20:15.92-00:20:20.30,00:20:16.38-00:20:20.37,00:20:28.97-00:20:31.42,00:20:45.23-00:20:48.44,00:20:51.09-00:20:53.59,00:21:14.37-00:21:17.83,00:21:44.36-00:21:46.62,00:22:01.96-00:22:07.34,00:22:24.06-00:22:27.85,00:23:05.71-00:23:07.07,00:23:31.56-00:23:40.20,00:23:38.95-00:23:42.10,00:25:55.76-00:25:58.48,00:28:15.53-00:28:18.39,00:28:46.56-00:28:50.14,00:28:59.36-00:29:02.32,00:32:11.89-00:32:16.22,00:32:23.06-00:32:26.69,00:32:38.34-00:32:45.07,00:33:55.51-00:34:00.17,00:34:08.56-00:34:11.42","41874-42261,46166-46220,46186-46219,47253-47532,51612-51832,53069-53448,54446-54595,54940-55338,66159-66348,72955-73218,72982-73222,73738-73885,74713-74906,75065-75215,76462-76669,78261-78397,79317-79640,80643-80871,83142-83224,84693-85212,85137-85326,93345-93508,101731-101903,103593-103808,104361-104539,115913-116173,116583-116801,117500-117904,122130-122410,122913-123085"
